order_id,Warehouse_block,shipment_mode,care_calls,customer_rating,product_cost,Prior_purchases,product_importance,Gender,discount_pct,weight_gms,on_time,estimated_revenue,gross_margin,discount_impact,shipping_cost,return_loss,net_margin,net_margin_rate,delivery_status,discount_bucket
5486,F,Flight,4,5,113,3,medium,F,10,4053,1,125.56,12.56,12.56,20.27,10.53,-30.8,-24.53,Livré à temps,1-10%
5487,A,Flight,6,1,157,6,low,M,1,4631,1,158.59,1.59,1.59,23.16,13.31,-36.47,-23.0,Livré à temps,1-10%
5488,B,Flight,5,5,169,4,low,F,2,4188,0,172.45,3.45,3.45,20.94,14.47,-35.41,-20.53,Livré en retard,1-10%
5489,C,Flight,5,5,268,3,medium,M,2,4459,1,273.47,5.47,5.47,22.3,22.94,-45.24,-16.54,Livré à temps,1-10%
5490,F,Flight,4,1,259,7,medium,F,4,5102,0,269.79,10.79,10.79,25.51,22.64,-48.15,-17.85,Livré en retard,1-10%
5491,D,Flight,3,2,135,7,medium,M,8,4901,0,146.74,11.74,11.74,24.5,12.31,-36.81,-25.09,Livré en retard,1-10%
5492,F,Flight,4,4,196,5,low,F,6,4258,0,208.51,12.51,12.51,21.29,17.49,-38.78,-18.6,Livré en retard,1-10%
5493,A,Flight,5,5,132,2,high,M,6,4392,0,140.43,8.43,8.43,21.96,11.78,-33.74,-24.03,Livré en retard,1-10%
5494,B,Flight,3,5,256,2,medium,F,4,5368,1,266.67,10.67,10.67,26.84,22.37,-49.21,-18.45,Livré à temps,1-10%
5495,C,Flight,3,2,240,8,low,F,9,4908,0,263.74,23.74,23.74,24.54,22.13,-46.67,-17.7,Livré en retard,1-10%
5496,F,Flight,2,2,225,7,high,M,9,4947,1,247.25,22.25,22.25,24.73,20.74,-45.47,-18.39,Livré à temps,1-10%
5497,D,Flight,5,2,205,3,low,F,2,4270,0,209.18,4.18,4.18,21.35,17.55,-38.9,-18.6,Livré en retard,1-10%
5498,F,Ship,4,4,146,3,low,M,10,4472,1,162.22,16.22,16.22,8.94,13.61,-22.55,-13.9,Livré à temps,1-10%
5499,A,Ship,7,3,281,4,low,M,1,1215,1,283.84,2.84,2.84,2.43,23.81,-26.24,-9.24,Livré à temps,1-10%
5500,B,Ship,6,4,256,4,low,F,9,1676,0,281.32,25.32,25.32,3.35,23.6,-26.95,-9.58,Livré en retard,1-10%
5501,C,Ship,6,4,304,4,low,M,7,1226,1,326.88,22.88,22.88,2.45,27.43,-29.88,-9.14,Livré à temps,1-10%
5502,F,Ship,6,2,285,4,medium,M,6,1016,1,303.19,18.19,18.19,2.03,25.44,-27.47,-9.06,Livré à temps,1-10%
5503,D,Ship,7,2,283,5,low,F,10,1722,1,314.44,31.44,31.44,3.44,26.38,-29.82,-9.48,Livré à temps,1-10%
5504,F,Ship,6,5,304,4,low,F,6,1864,1,323.4,19.4,19.4,3.73,27.13,-30.86,-9.54,Livré à temps,1-10%
5505,A,Ship,6,2,282,4,medium,M,8,1553,0,306.52,24.52,24.52,3.11,25.72,-28.83,-9.41,Livré en retard,1-10%
5506,B,Ship,6,3,304,5,medium,F,10,1254,1,337.78,33.78,33.78,2.51,28.34,-30.85,-9.13,Livré à temps,1-10%
5507,C,Ship,6,5,301,5,medium,F,7,1209,1,323.66,22.66,22.66,2.42,27.16,-29.58,-9.14,Livré à temps,1-10%
5508,F,Ship,7,1,296,4,low,M,4,1446,0,308.33,12.33,12.33,2.89,25.87,-28.76,-9.33,Livré en retard,1-10%
5509,D,Ship,6,5,264,4,low,F,4,1822,1,275.0,11.0,11.0,3.64,23.07,-26.71,-9.71,Livré à temps,1-10%
5510,F,Ship,6,4,304,4,low,M,6,1342,0,323.4,19.4,19.4,2.68,27.13,-29.81,-9.22,Livré en retard,1-10%
5511,A,Ship,6,2,305,4,low,M,8,1015,0,331.52,26.52,26.52,2.03,27.81,-29.84,-9.0,Livré en retard,1-10%
5512,B,Ship,6,2,309,4,low,M,7,1941,0,332.26,23.26,23.26,3.88,27.88,-31.76,-9.56,Livré en retard,1-10%
5513,C,Ship,6,5,266,4,medium,F,6,1312,1,282.98,16.98,16.98,2.62,23.74,-26.36,-9.32,Livré à temps,1-10%
5514,F,Ship,4,1,233,4,low,M,2,1809,0,237.76,4.76,4.76,3.62,19.95,-23.57,-9.91,Livré en retard,1-10%
5515,D,Ship,5,3,287,4,low,M,2,1437,0,292.86,5.86,5.86,2.87,24.57,-27.44,-9.37,Livré en retard,1-10%
5516,F,Ship,6,5,268,4,low,M,10,1170,0,297.78,29.78,29.78,2.34,24.98,-27.32,-9.17,Livré en retard,1-10%
5517,A,Ship,6,2,290,4,medium,M,2,1070,1,295.92,5.92,5.92,2.14,24.83,-26.97,-9.11,Livré à temps,1-10%
5518,B,Ship,7,4,291,4,high,M,4,1248,1,303.12,12.12,12.12,2.5,25.43,-27.93,-9.21,Livré à temps,1-10%
5519,C,Ship,5,3,227,5,medium,M,2,1965,0,231.63,4.63,4.63,3.93,19.43,-23.36,-10.09,Livré en retard,1-10%
5520,F,Ship,3,5,222,2,low,M,9,1321,0,243.96,21.96,21.96,2.64,20.47,-23.11,-9.47,Livré en retard,1-10%
5521,D,Ship,6,5,301,4,medium,F,2,1943,0,307.14,6.14,6.14,3.89,25.77,-29.66,-9.66,Livré en retard,1-10%
5522,F,Ship,6,2,304,4,medium,F,10,1983,1,337.78,33.78,33.78,3.97,28.34,-32.31,-9.57,Livré à temps,1-10%
5523,A,Ship,4,2,133,3,low,M,2,1212,1,135.71,2.71,2.71,2.42,11.39,-13.81,-10.18,Livré à temps,1-10%
5524,B,Ship,4,1,218,5,low,F,5,1238,0,229.47,11.47,11.47,2.48,19.25,-21.73,-9.47,Livré en retard,1-10%
5525,C,Ship,5,5,304,5,low,F,8,1949,1,330.43,26.43,26.43,3.9,27.72,-31.62,-9.57,Livré à temps,1-10%
5526,F,Ship,6,1,260,4,medium,M,9,1698,1,285.71,25.71,25.71,3.4,23.97,-27.37,-9.58,Livré à temps,1-10%
5527,D,Ship,6,5,252,4,low,F,9,1460,0,276.92,24.92,24.92,2.92,23.23,-26.15,-9.44,Livré en retard,1-10%
5528,F,Ship,4,2,253,5,low,M,5,1812,0,266.32,13.32,13.32,3.62,22.34,-25.96,-9.75,Livré en retard,1-10%
5529,A,Ship,6,4,248,4,low,F,6,1851,0,263.83,15.83,15.83,3.7,22.14,-25.84,-9.79,Livré en retard,1-10%
5530,B,Ship,5,3,237,5,medium,F,4,1733,1,246.88,9.88,9.88,3.47,20.71,-24.18,-9.79,Livré à temps,1-10%
5531,C,Ship,5,3,264,5,medium,F,5,1399,0,277.89,13.89,13.89,2.8,23.31,-26.11,-9.4,Livré en retard,1-10%
5532,F,Ship,6,1,308,4,medium,M,1,1216,1,311.11,3.11,3.11,2.43,26.1,-28.53,-9.17,Livré à temps,1-10%
5533,D,Ship,7,3,270,4,medium,F,10,1211,0,300.0,30.0,30.0,2.42,25.17,-27.59,-9.2,Livré en retard,1-10%
5534,F,Ship,6,3,269,4,medium,F,6,1822,1,286.17,17.17,17.17,3.64,24.01,-27.65,-9.66,Livré à temps,1-10%
5535,A,Ship,6,1,271,4,low,F,9,1302,0,297.8,26.8,26.8,2.6,24.99,-27.59,-9.26,Livré en retard,1-10%
5536,B,Ship,7,1,244,5,medium,F,3,1418,1,251.55,7.55,7.55,2.84,21.11,-23.95,-9.52,Livré à temps,1-10%
5537,C,Ship,6,2,245,4,low,F,8,1904,0,266.3,21.3,21.3,3.81,22.34,-26.15,-9.82,Livré en retard,1-10%
5538,F,Ship,5,4,219,5,low,M,5,1388,1,230.53,11.53,11.53,2.78,19.34,-22.12,-9.6,Livré à temps,1-10%
5539,D,Ship,6,2,257,4,low,F,4,1929,1,267.71,10.71,10.71,3.86,22.46,-26.32,-9.83,Livré à temps,1-10%
5540,F,Ship,3,3,226,3,low,M,4,5048,0,235.42,9.42,9.42,10.1,19.75,-29.85,-12.68,Livré en retard,1-10%
5541,A,Ship,4,4,200,2,low,M,5,5783,0,210.53,10.53,10.53,11.57,17.66,-29.23,-13.88,Livré en retard,1-10%
5542,B,Ship,4,4,260,2,low,M,3,5801,0,268.04,8.04,8.04,11.6,22.49,-34.09,-12.72,Livré en retard,1-10%
5543,C,Ship,3,4,142,2,medium,F,7,5346,0,152.69,10.69,10.69,10.69,12.81,-23.5,-15.39,Livré en retard,1-10%
5544,F,Ship,5,3,193,5,medium,M,3,5888,0,198.97,5.97,5.97,11.78,16.69,-28.47,-14.31,Livré en retard,1-10%
5545,D,Ship,5,2,180,3,medium,M,1,4655,1,181.82,1.82,1.82,9.31,15.25,-24.56,-13.51,Livré à temps,1-10%
5546,F,Ship,4,3,232,3,medium,F,8,5298,1,252.17,20.17,20.17,10.6,21.16,-31.76,-12.59,Livré à temps,1-10%
5547,A,Ship,3,2,148,2,low,F,1,4133,1,149.49,1.49,1.49,8.27,12.54,-20.81,-13.92,Livré à temps,1-10%
5548,B,Ship,5,3,205,4,low,M,9,4277,0,225.27,20.27,20.27,8.55,18.9,-27.45,-12.19,Livré en retard,1-10%
5549,C,Ship,3,4,212,3,medium,F,3,4811,0,218.56,6.56,6.56,9.62,18.34,-27.96,-12.79,Livré en retard,1-10%
5550,F,Ship,3,4,168,2,medium,M,9,5235,1,184.62,16.62,16.62,10.47,15.49,-25.96,-14.06,Livré à temps,1-10%
5551,D,Ship,3,5,145,2,low,F,2,4232,1,147.96,2.96,2.96,8.46,12.41,-20.87,-14.11,Livré à temps,1-10%
5552,F,Ship,3,5,253,3,medium,M,9,5979,1,278.02,25.02,25.02,11.96,23.33,-35.29,-12.69,Livré à temps,1-10%
5553,A,Ship,3,5,143,2,low,F,6,4253,0,152.13,9.13,9.13,8.51,12.76,-21.27,-13.98,Livré en retard,1-10%
5554,B,Ship,4,2,267,5,low,M,9,4720,1,293.41,26.41,26.41,9.44,24.62,-34.06,-11.61,Livré à temps,1-10%
5555,C,Ship,6,1,123,5,medium,M,5,5323,1,129.47,6.47,6.47,10.65,10.86,-21.51,-16.61,Livré à temps,1-10%
5556,F,Ship,5,1,106,5,medium,F,4,4180,0,110.42,4.42,4.42,8.36,9.26,-17.62,-15.96,Livré en retard,1-10%
5557,D,Ship,2,2,249,3,low,F,3,4129,1,256.7,7.7,7.7,8.26,21.54,-29.8,-11.61,Livré à temps,1-10%
5558,F,Ship,5,1,178,2,low,F,5,4369,0,187.37,9.37,9.37,8.74,15.72,-24.46,-13.05,Livré en retard,1-10%
5559,A,Ship,4,3,148,4,low,F,1,4243,0,149.49,1.49,1.49,8.49,12.54,-21.03,-14.07,Livré en retard,1-10%
5560,B,Ship,4,1,144,4,medium,M,6,5197,1,153.19,9.19,9.19,10.39,12.85,-23.24,-15.17,Livré à temps,1-10%
5561,C,Ship,3,1,249,2,low,F,2,5572,1,254.08,5.08,5.08,11.14,21.32,-32.46,-12.78,Livré à temps,1-10%
5562,F,Ship,5,5,128,3,low,M,9,5143,1,140.66,12.66,12.66,10.29,11.8,-22.09,-15.7,Livré à temps,1-10%
5563,D,Ship,4,4,228,4,high,M,1,5573,0,230.3,2.3,2.3,11.15,19.32,-30.47,-13.23,Livré en retard,1-10%
5564,F,Ship,3,4,242,2,low,F,10,5559,1,268.89,26.89,26.89,11.12,22.56,-33.68,-12.53,Livré à temps,1-10%
5565,A,Ship,4,2,272,3,medium,F,1,4933,1,274.75,2.75,2.75,9.87,23.05,-32.92,-11.98,Livré à temps,1-10%
5566,B,Ship,4,1,173,2,medium,F,8,4893,0,188.04,15.04,15.04,9.79,15.78,-25.57,-13.6,Livré en retard,1-10%
5567,C,Ship,3,2,189,6,low,M,7,4329,0,203.23,14.23,14.23,8.66,17.05,-25.71,-12.65,Livré en retard,1-10%
5568,F,Ship,4,2,245,2,low,M,3,4000,0,252.58,7.58,7.58,8.0,21.19,-29.19,-11.56,Livré en retard,1-10%
5569,D,Ship,4,1,211,3,high,M,5,5757,1,222.11,11.11,11.11,11.51,18.64,-30.15,-13.57,Livré à temps,1-10%
5570,F,Ship,2,1,214,3,high,M,1,4391,0,216.16,2.16,2.16,8.78,18.14,-26.92,-12.45,Livré en retard,1-10%
5571,A,Ship,5,4,215,2,low,F,1,5669,0,217.17,2.17,2.17,11.34,18.22,-29.56,-13.61,Livré en retard,1-10%
5572,B,Ship,3,1,248,2,medium,M,1,5703,0,250.51,2.51,2.51,11.41,21.02,-32.43,-12.95,Livré en retard,1-10%
5573,C,Ship,3,1,225,3,medium,M,2,4284,0,229.59,4.59,4.59,8.57,19.26,-27.83,-12.12,Livré en retard,1-10%
5574,F,Ship,5,1,120,3,low,M,7,4381,1,129.03,9.03,9.03,8.76,10.83,-19.59,-15.18,Livré à temps,1-10%
5575,D,Ship,5,2,243,3,low,F,8,4133,1,264.13,21.13,21.13,8.27,22.16,-30.43,-11.52,Livré à temps,1-10%
5576,F,Ship,3,4,214,2,low,M,10,4794,0,237.78,23.78,23.78,9.59,19.95,-29.54,-12.42,Livré en retard,1-10%
5577,A,Ship,3,1,144,3,low,F,8,5221,1,156.52,12.52,12.52,10.44,13.13,-23.57,-15.06,Livré à temps,1-10%
5578,B,Ship,3,1,242,6,low,M,10,5493,1,268.89,26.89,26.89,10.99,22.56,-33.55,-12.48,Livré à temps,1-10%
5579,C,Ship,4,5,160,5,medium,F,3,4648,1,164.95,4.95,4.95,9.3,13.84,-23.14,-14.03,Livré à temps,1-10%
5580,F,Ship,5,5,139,4,medium,F,3,4433,1,143.3,4.3,4.3,8.87,12.02,-20.89,-14.58,Livré à temps,1-10%
5581,D,Ship,3,1,221,4,medium,F,8,5971,0,240.22,19.22,19.22,11.94,20.15,-32.09,-13.36,Livré en retard,1-10%
5582,F,Ship,5,5,266,2,medium,M,7,5712,1,286.02,20.02,20.02,11.42,24.0,-35.42,-12.38,Livré à temps,1-10%
5583,A,Ship,5,4,140,4,low,F,10,4528,0,155.56,15.56,15.56,9.06,13.05,-22.11,-14.21,Livré en retard,1-10%
5584,B,Ship,4,4,134,2,low,M,1,5209,1,135.35,1.35,1.35,10.42,11.36,-21.78,-16.09,Livré à temps,1-10%
5585,C,Ship,3,3,260,2,low,M,7,5738,0,279.57,19.57,19.57,11.48,23.46,-34.94,-12.5,Livré en retard,1-10%
5586,F,Ship,5,4,261,6,medium,F,4,5349,0,271.88,10.88,10.88,10.7,22.81,-33.51,-12.33,Livré en retard,1-10%
5587,D,Ship,5,2,274,4,medium,F,7,4929,0,294.62,20.62,20.62,9.86,24.72,-34.58,-11.74,Livré en retard,1-10%
5588,F,Ship,4,5,263,3,medium,M,3,4020,0,271.13,8.13,8.13,8.04,22.75,-30.79,-11.36,Livré en retard,1-10%
5589,A,Ship,4,4,189,4,medium,F,9,5838,1,207.69,18.69,18.69,11.68,17.43,-29.11,-14.02,Livré à temps,1-10%
5590,B,Ship,4,5,257,2,low,M,3,5394,0,264.95,7.95,7.95,10.79,22.23,-33.02,-12.46,Livré en retard,1-10%
5591,C,Road,5,5,195,4,medium,M,1,4482,0,196.97,1.97,1.97,4.48,16.53,-21.01,-10.67,Livré en retard,1-10%
5592,F,Road,2,3,201,3,medium,M,5,5733,1,211.58,10.58,10.58,5.73,17.75,-23.48,-11.1,Livré à temps,1-10%
5593,D,Road,4,4,264,4,medium,M,9,5186,0,290.11,26.11,26.11,5.19,24.34,-29.53,-10.18,Livré en retard,1-10%
5594,F,Road,3,2,180,2,high,M,10,4024,0,200.0,20.0,20.0,4.02,16.78,-20.8,-10.4,Livré en retard,1-10%
5595,A,Road,3,1,220,3,low,F,6,5572,1,234.04,14.04,14.04,5.57,19.64,-25.21,-10.77,Livré à temps,1-10%
5596,B,Road,5,1,113,3,medium,F,6,5509,1,120.21,7.21,7.21,5.51,10.09,-15.6,-12.98,Livré à temps,1-10%
5597,C,Road,4,2,168,2,high,F,9,5684,0,184.62,16.62,16.62,5.68,15.49,-21.17,-11.47,Livré en retard,1-10%
5598,F,Road,5,2,251,3,low,M,9,4298,1,275.82,24.82,24.82,4.3,23.14,-27.44,-9.95,Livré à temps,1-10%
5599,D,Road,4,2,245,3,medium,F,2,4835,1,250.0,5.0,5.0,4.83,20.98,-25.81,-10.32,Livré à temps,1-10%
5600,F,Road,4,4,164,4,medium,F,1,4365,1,165.66,1.66,1.66,4.37,13.9,-18.27,-11.03,Livré à temps,1-10%
5601,A,Road,3,1,232,2,medium,M,4,5806,1,241.67,9.67,9.67,5.81,20.28,-26.09,-10.8,Livré à temps,1-10%
5602,B,Road,4,3,138,3,high,M,2,5358,0,140.82,2.82,2.82,5.36,11.81,-17.17,-12.19,Livré en retard,1-10%
5603,C,Road,4,2,233,3,low,F,3,5740,1,240.21,7.21,7.21,5.74,20.15,-25.89,-10.78,Livré à temps,1-10%
5604,F,Road,4,4,150,2,medium,F,1,4711,1,151.52,1.52,1.52,4.71,12.71,-17.42,-11.5,Livré à temps,1-10%
5605,D,Road,3,5,253,2,medium,M,7,5846,0,272.04,19.04,19.04,5.85,22.82,-28.67,-10.54,Livré en retard,1-10%
5606,F,Road,4,4,179,3,medium,M,5,4061,1,188.42,9.42,9.42,4.06,15.81,-19.87,-10.55,Livré à temps,1-10%
5607,A,Road,5,2,135,2,medium,M,4,5405,0,140.62,5.62,5.62,5.41,11.8,-17.21,-12.24,Livré en retard,1-10%
5608,B,Road,3,1,166,2,medium,F,9,5853,1,182.42,16.42,16.42,5.85,15.31,-21.16,-11.6,Livré à temps,1-10%
5609,C,Road,3,4,196,2,medium,F,5,4342,1,206.32,10.32,10.32,4.34,17.31,-21.65,-10.49,Livré à temps,1-10%
5610,F,Road,4,4,238,2,low,F,4,4337,1,247.92,9.92,9.92,4.34,20.8,-25.14,-10.14,Livré à temps,1-10%
5611,D,Road,2,2,159,6,low,F,6,4044,0,169.15,10.15,10.15,4.04,14.19,-18.23,-10.78,Livré en retard,1-10%
5612,F,Road,3,5,226,2,medium,M,3,4208,1,232.99,6.99,6.99,4.21,19.55,-23.76,-10.2,Livré à temps,1-10%
5613,A,Flight,5,1,182,5,high,F,6,5398,0,193.62,11.62,11.62,26.99,16.24,-43.23,-22.33,Livré en retard,1-10%
5614,B,Flight,5,5,173,3,low,M,4,5265,1,180.21,7.21,7.21,26.32,15.12,-41.44,-23.0,Livré à temps,1-10%
5615,C,Flight,3,2,257,5,low,M,5,4130,1,270.53,13.53,13.53,20.65,22.7,-43.35,-16.02,Livré à temps,1-10%
5616,F,Flight,2,3,223,3,low,F,9,5653,0,245.05,22.05,22.05,28.27,20.56,-48.83,-19.93,Livré en retard,1-10%
5617,D,Flight,4,2,194,3,low,F,3,5174,0,200.0,6.0,6.0,25.87,16.78,-42.65,-21.32,Livré en retard,1-10%
5618,F,Flight,5,4,281,3,low,F,10,5675,0,312.22,31.22,31.22,28.38,26.2,-54.58,-17.48,Livré en retard,1-10%
5619,A,Flight,5,4,236,3,medium,F,1,5711,0,238.38,2.38,2.38,28.55,20.0,-48.55,-20.37,Livré en retard,1-10%
5620,B,Flight,3,5,165,4,low,M,6,4795,1,175.53,10.53,10.53,23.98,14.73,-38.71,-22.05,Livré à temps,1-10%
5621,C,Flight,4,2,200,2,low,F,8,4222,0,217.39,17.39,17.39,21.11,18.24,-39.35,-18.1,Livré en retard,1-10%
5622,F,Flight,3,3,168,4,low,F,2,4541,1,171.43,3.43,3.43,22.71,14.38,-37.09,-21.64,Livré à temps,1-10%
5623,D,Flight,4,3,266,6,medium,F,5,5209,0,280.0,14.0,14.0,26.05,23.49,-49.54,-17.69,Livré en retard,1-10%
5624,F,Flight,2,1,226,2,medium,F,1,5576,0,228.28,2.28,2.28,27.88,19.15,-47.03,-20.6,Livré en retard,1-10%
5625,A,Flight,5,3,143,2,medium,M,5,5612,1,150.53,7.53,7.53,28.06,12.63,-40.69,-27.03,Livré à temps,1-10%
5626,B,Flight,4,2,116,3,low,F,2,5602,1,118.37,2.37,2.37,28.01,9.93,-37.94,-32.05,Livré à temps,1-10%
5627,C,Flight,4,4,139,2,high,F,9,4446,1,152.75,13.75,13.75,22.23,12.82,-35.05,-22.95,Livré à temps,1-10%
5628,F,Flight,4,3,248,2,medium,F,2,4700,0,253.06,5.06,5.06,23.5,21.23,-44.73,-17.68,Livré en retard,1-10%
5629,D,Flight,5,4,135,2,low,M,5,5834,0,142.11,7.11,7.11,29.17,11.92,-41.09,-28.91,Livré en retard,1-10%
5630,F,Flight,4,4,265,2,medium,F,9,4106,0,291.21,26.21,26.21,20.53,24.43,-44.96,-15.44,Livré en retard,1-10%
5631,A,Flight,5,5,175,6,medium,F,2,4995,1,178.57,3.57,3.57,24.98,14.98,-39.96,-22.38,Livré à temps,1-10%
5632,B,Flight,6,2,256,3,medium,M,1,4435,1,258.59,2.59,2.59,22.18,21.7,-43.88,-16.97,Livré à temps,1-10%
5633,C,Flight,5,4,217,2,medium,F,3,5925,0,223.71,6.71,6.71,29.62,18.77,-48.39,-21.63,Livré en retard,1-10%
5634,F,Flight,4,4,203,3,medium,M,8,4443,0,220.65,17.65,17.65,22.21,18.51,-40.72,-18.45,Livré en retard,1-10%
5635,D,Ship,3,4,145,2,high,F,5,5513,0,152.63,7.63,7.63,11.03,12.81,-23.84,-15.62,Livré en retard,1-10%
5636,F,Ship,3,2,268,3,low,M,9,4215,0,294.51,26.51,26.51,8.43,24.71,-33.14,-11.25,Livré en retard,1-10%
5637,A,Ship,4,5,206,2,medium,F,10,4437,0,228.89,22.89,22.89,8.87,19.2,-28.07,-12.26,Livré en retard,1-10%
5638,B,Ship,3,2,215,3,medium,F,10,4198,1,238.89,23.89,23.89,8.4,20.04,-28.44,-11.91,Livré à temps,1-10%
5639,C,Ship,4,1,177,3,medium,F,5,4382,0,186.32,9.32,9.32,8.76,15.63,-24.39,-13.09,Livré en retard,1-10%
5640,F,Ship,3,3,183,3,low,F,3,5538,0,188.66,5.66,5.66,11.08,15.83,-26.91,-14.26,Livré en retard,1-10%
5641,D,Ship,4,2,227,5,medium,M,6,4618,0,241.49,14.49,14.49,9.24,20.26,-29.5,-12.22,Livré en retard,1-10%
5642,F,Ship,4,1,209,4,medium,F,1,5057,0,211.11,2.11,2.11,10.11,17.71,-27.82,-13.18,Livré en retard,1-10%
5643,A,Ship,4,4,193,3,low,M,5,5090,1,203.16,10.16,10.16,10.18,17.05,-27.23,-13.4,Livré à temps,1-10%
5644,B,Ship,4,4,144,2,low,M,5,4380,1,151.58,7.58,7.58,8.76,12.72,-21.48,-14.17,Livré à temps,1-10%
5645,C,Ship,4,2,192,3,low,F,3,4130,1,197.94,5.94,5.94,8.26,16.61,-24.87,-12.56,Livré à temps,1-10%
5646,F,Ship,2,3,247,4,low,M,5,5725,0,260.0,13.0,13.0,11.45,21.81,-33.26,-12.79,Livré en retard,1-10%
5647,D,Ship,3,4,199,4,medium,F,6,5207,0,211.7,12.7,12.7,10.41,17.76,-28.17,-13.31,Livré en retard,1-10%
5648,F,Ship,6,5,273,5,medium,M,10,5756,1,303.33,30.33,30.33,11.51,25.45,-36.96,-12.18,Livré à temps,1-10%
5649,A,Ship,3,3,232,4,low,F,4,4662,1,241.67,9.67,9.67,9.32,20.28,-29.6,-12.25,Livré à temps,1-10%
5650,B,Ship,3,5,214,3,low,F,6,5319,0,227.66,13.66,13.66,10.64,19.1,-29.74,-13.06,Livré en retard,1-10%
5651,C,Ship,5,1,156,2,low,M,10,5086,0,173.33,17.33,17.33,10.17,14.54,-24.71,-14.26,Livré en retard,1-10%
5652,F,Ship,4,3,200,3,medium,M,5,5108,0,210.53,10.53,10.53,10.22,17.66,-27.88,-13.24,Livré en retard,1-10%
5653,D,Ship,3,5,196,3,medium,F,9,4741,1,215.38,19.38,19.38,9.48,18.07,-27.55,-12.79,Livré à temps,1-10%
5654,F,Ship,5,3,189,3,medium,F,7,5830,1,203.23,14.23,14.23,11.66,17.05,-28.71,-14.13,Livré à temps,1-10%
5655,A,Ship,5,2,266,2,low,M,3,4030,0,274.23,8.23,8.23,8.06,23.01,-31.07,-11.33,Livré en retard,1-10%
5656,B,Ship,4,4,198,2,medium,M,2,5725,1,202.04,4.04,4.04,11.45,16.95,-28.4,-14.06,Livré à temps,1-10%
5657,C,Ship,4,5,144,2,low,M,2,4978,0,146.94,2.94,2.94,9.96,12.33,-22.29,-15.17,Livré en retard,1-10%
5658,F,Ship,4,4,217,5,medium,M,6,5891,1,230.85,13.85,13.85,11.78,19.37,-31.15,-13.49,Livré à temps,1-10%
5659,D,Ship,5,1,169,4,medium,M,4,4541,0,176.04,7.04,7.04,9.08,14.77,-23.85,-13.55,Livré en retard,1-10%
5660,F,Ship,3,1,153,4,medium,F,1,4608,0,154.55,1.55,1.55,9.22,12.97,-22.19,-14.36,Livré en retard,1-10%
5661,A,Ship,4,4,152,2,medium,F,5,5324,0,160.0,8.0,8.0,10.65,13.42,-24.07,-15.04,Livré en retard,1-10%
5662,B,Ship,5,5,245,5,medium,F,4,4627,0,255.21,10.21,10.21,9.25,21.41,-30.66,-12.01,Livré en retard,1-10%
5663,C,Ship,4,2,237,3,low,M,2,5277,0,241.84,4.84,4.84,10.55,20.29,-30.84,-12.75,Livré en retard,1-10%
5664,F,Ship,4,2,266,2,low,F,8,5516,0,289.13,23.13,23.13,11.03,24.26,-35.29,-12.21,Livré en retard,1-10%
5665,D,Ship,4,5,216,4,medium,F,1,4458,1,218.18,2.18,2.18,8.92,18.31,-27.23,-12.48,Livré à temps,1-10%
5666,F,Ship,3,4,186,3,medium,F,4,5501,1,193.75,7.75,7.75,11.0,16.26,-27.26,-14.07,Livré à temps,1-10%
5667,A,Ship,5,3,280,4,medium,F,4,5192,0,291.67,11.67,11.67,10.38,24.47,-34.85,-11.95,Livré en retard,1-10%
5668,B,Ship,4,5,229,2,medium,F,1,4869,0,231.31,2.31,2.31,9.74,19.41,-29.15,-12.6,Livré en retard,1-10%
5669,C,Ship,3,2,225,3,low,M,3,5529,0,231.96,6.96,6.96,11.06,19.46,-30.52,-13.16,Livré en retard,1-10%
5670,F,Ship,3,5,149,3,low,F,7,4357,0,160.22,11.22,11.22,8.71,13.44,-22.15,-13.82,Livré en retard,1-10%
5671,D,Ship,5,5,200,3,low,M,6,4401,1,212.77,12.77,12.77,8.8,17.85,-26.65,-12.53,Livré à temps,1-10%
5672,F,Ship,4,2,246,3,low,F,1,5815,1,248.48,2.48,2.48,11.63,20.85,-32.48,-13.07,Livré à temps,1-10%
5673,A,Ship,3,4,150,2,low,M,1,4742,0,151.52,1.52,1.52,9.48,12.71,-22.19,-14.64,Livré en retard,1-10%
5674,B,Ship,3,1,175,3,medium,F,9,5797,0,192.31,17.31,17.31,11.59,16.13,-27.72,-14.41,Livré en retard,1-10%
5675,C,Ship,3,5,141,3,medium,M,10,5775,0,156.67,15.67,15.67,11.55,13.14,-24.69,-15.76,Livré en retard,1-10%
5676,F,Ship,3,4,102,3,medium,M,9,4111,0,112.09,10.09,10.09,8.22,9.4,-17.62,-15.72,Livré en retard,1-10%
5677,D,Ship,3,1,209,3,low,F,8,4367,0,227.17,18.17,18.17,8.73,19.06,-27.79,-12.23,Livré en retard,1-10%
5678,F,Ship,4,4,287,6,medium,M,6,5282,0,305.32,18.32,18.32,10.56,25.62,-36.18,-11.85,Livré en retard,1-10%
5679,A,Ship,3,5,212,2,low,F,3,5761,1,218.56,6.56,6.56,11.52,18.34,-29.86,-13.66,Livré à temps,1-10%
5680,B,Ship,3,4,205,3,high,F,1,5407,0,207.07,2.07,2.07,10.81,17.37,-28.18,-13.61,Livré en retard,1-10%
5681,C,Ship,3,1,180,2,high,M,10,4200,0,200.0,20.0,20.0,8.4,16.78,-25.18,-12.59,Livré en retard,1-10%
5682,F,Ship,5,4,229,3,low,M,1,5660,0,231.31,2.31,2.31,11.32,19.41,-30.73,-13.29,Livré en retard,1-10%
