order_id,shipment_mode,discount_pct,discount_bucket,product_cost,weight_gms,customer_rating,care_calls,product_importance,on_time,delivery_status,estimated_revenue,gross_margin,discount_impact,shipping_cost,return_loss,net_margin,net_margin_rate,return_risk_score,return_risk_level
4758,Ship,4,1-10% - Remise légère,250,1163,3,7,Medium,1,Livré à temps,260.4167,10.4167,10.4167,2.326,21.8471,-24.1731,-0.0928,1,Faible
4759,Ship,8,1-10% - Remise légère,291,1275,2,7,Low,0,Livré en retard,316.3043,25.3043,25.3043,2.55,26.5357,-29.0857,-0.092,3,Moyen
4760,Ship,9,1-10% - Remise légère,255,1197,5,6,Low,0,Livré en retard,280.2198,25.2198,25.2198,2.394,23.5084,-25.9024,-0.0924,2,Moyen
4761,Ship,2,1-10% - Remise légère,290,1867,5,6,Medium,1,Livré à temps,295.9184,5.9184,5.9184,3.734,24.8254,-28.5594,-0.0965,1,Faible
4762,Ship,2,1-10% - Remise légère,276,1411,5,5,Low,1,Livré à temps,281.6327,5.6327,5.6327,2.822,23.627,-26.449,-0.0939,1,Faible
4763,Ship,8,1-10% - Remise légère,149,1136,1,4,Medium,0,Livré en retard,161.9565,12.9565,12.9565,2.272,13.587,-15.859,-0.0979,2,Moyen
4764,Ship,2,1-10% - Remise légère,201,4984,3,3,Medium,0,Livré en retard,205.102,4.102,4.102,9.968,17.2066,-27.1746,-0.1325,1,Faible
4765,Ship,8,1-10% - Remise légère,191,5667,4,3,Medium,1,Livré à temps,207.6087,16.6087,16.6087,11.334,17.4169,-28.7509,-0.1385,1,Faible
4766,Ship,4,1-10% - Remise légère,140,5924,4,4,Low,1,Livré à temps,145.8333,5.8333,5.8333,11.848,12.2344,-24.0824,-0.1651,1,Faible
4767,Ship,2,1-10% - Remise légère,199,4902,4,5,Medium,1,Livré à temps,203.0612,4.0612,4.0612,9.804,17.0354,-26.8394,-0.1322,1,Faible
4768,Ship,9,1-10% - Remise légère,194,5804,1,4,Medium,0,Livré en retard,213.1868,19.1868,19.1868,11.608,17.8849,-29.4929,-0.1383,3,Moyen
4769,Road,9,1-10% - Remise légère,273,5724,5,4,Low,0,Livré en retard,300.0,27.0,27.0,5.724,25.1679,-30.8919,-0.103,2,Moyen
4770,Road,8,1-10% - Remise légère,259,4672,4,4,Medium,0,Livré en retard,281.5217,22.5217,22.5217,4.672,23.6177,-28.2897,-0.1005,1,Faible
4771,Road,1,1-10% - Remise légère,180,5088,5,4,Medium,0,Livré en retard,181.8182,1.8182,1.8182,5.088,15.2533,-20.3413,-0.1119,2,Moyen
4772,Road,3,1-10% - Remise légère,251,5347,4,5,Low,1,Livré à temps,258.7629,7.7629,7.7629,5.347,21.7084,-27.0554,-0.1046,2,Moyen
4773,Road,8,1-10% - Remise légère,269,4811,3,5,Low,0,Livré en retard,292.3913,23.3913,23.3913,4.811,24.5296,-29.3406,-0.1003,2,Moyen
4774,Road,1,1-10% - Remise légère,274,4632,3,6,Medium,0,Livré en retard,276.7677,2.7677,2.7677,4.632,23.2188,-27.8508,-0.1006,2,Moyen
4775,Road,6,1-10% - Remise légère,250,5565,2,5,Medium,0,Livré en retard,265.9574,15.9574,15.9574,5.565,22.3119,-27.8769,-0.1048,4,Élevé
4776,Road,3,1-10% - Remise légère,265,5241,3,3,Medium,0,Livré en retard,273.1959,8.1959,8.1959,5.241,22.9192,-28.1602,-0.1031,2,Moyen
4777,Road,6,1-10% - Remise légère,169,4385,5,4,Medium,0,Livré en retard,179.7872,10.7872,10.7872,4.385,15.0829,-19.4679,-0.1083,1,Faible
4778,Road,4,1-10% - Remise légère,211,4354,3,3,High,1,Livré à temps,219.7917,8.7917,8.7917,4.354,18.439,-22.793,-0.1037,0,Faible
4779,Road,5,1-10% - Remise légère,245,5324,1,4,Low,1,Livré à temps,257.8947,12.8947,12.8947,5.324,21.6355,-26.9595,-0.1045,2,Moyen
4780,Road,4,1-10% - Remise légère,188,4433,5,4,Low,0,Livré en retard,195.8333,7.8333,7.8333,4.433,16.429,-20.862,-0.1065,1,Faible
4781,Road,8,1-10% - Remise légère,244,5715,5,3,Medium,1,Livré à temps,265.2174,21.2174,21.2174,5.715,22.2499,-27.9649,-0.1054,1,Faible
4782,Road,10,1-10% - Remise légère,233,4626,4,3,Medium,0,Livré en retard,258.8889,25.8889,25.8889,4.626,21.7189,-26.3449,-0.1018,1,Faible
4783,Road,8,1-10% - Remise légère,144,5867,4,3,Medium,1,Livré à temps,156.5217,12.5217,12.5217,5.867,13.1311,-18.9981,-0.1214,1,Faible
4784,Road,7,1-10% - Remise légère,221,5320,1,3,Low,0,Livré en retard,237.6344,16.6344,16.6344,5.32,19.9358,-25.2558,-0.1063,3,Moyen
4785,Road,1,1-10% - Remise légère,267,4195,5,3,High,1,Livré à temps,269.697,2.697,2.697,4.195,22.6257,-26.8207,-0.0994,0,Faible
4786,Road,1,1-10% - Remise légère,211,5144,4,3,High,0,Livré en retard,213.1313,2.1313,2.1313,5.144,17.8802,-23.0242,-0.108,2,Moyen
4787,Road,6,1-10% - Remise légère,205,4254,4,4,Low,0,Livré en retard,218.0851,13.0851,13.0851,4.254,18.2958,-22.5498,-0.1034,1,Faible
4788,Road,9,1-10% - Remise légère,144,4428,2,3,High,1,Livré à temps,158.2418,14.2418,14.2418,4.428,13.2754,-17.7034,-0.1119,1,Faible
4789,Road,9,1-10% - Remise légère,195,5829,4,3,Medium,0,Livré en retard,214.2857,19.2857,19.2857,5.829,17.977,-23.806,-0.1111,2,Moyen
4790,Road,6,1-10% - Remise légère,232,5285,3,5,Medium,1,Livré à temps,246.8085,14.8085,14.8085,5.285,20.7055,-25.9905,-0.1053,2,Moyen
4791,Flight,8,1-10% - Remise légère,199,4140,1,5,Medium,0,Livré en retard,216.3043,17.3043,17.3043,20.7,18.1464,-38.8464,-0.1796,3,Moyen
4792,Flight,3,1-10% - Remise légère,232,5718,5,5,Low,1,Livré à temps,239.1753,7.1753,7.1753,28.59,20.0651,-48.6551,-0.2034,2,Moyen
4793,Flight,4,1-10% - Remise légère,272,5112,3,5,Low,0,Livré en retard,283.3333,11.3333,11.3333,25.56,23.7697,-49.3297,-0.1741,3,Moyen
4794,Flight,3,1-10% - Remise légère,167,5894,2,2,Medium,1,Livré à temps,172.1649,5.1649,5.1649,29.47,14.4434,-43.9134,-0.2551,2,Moyen
4795,Flight,7,1-10% - Remise légère,272,5257,3,3,High,1,Livré à temps,292.4731,20.4731,20.4731,26.285,24.5364,-50.8214,-0.1738,1,Faible
4796,Flight,2,1-10% - Remise légère,247,1326,4,6,Low,0,Livré en retard,252.0408,5.0408,5.0408,6.63,21.1444,-27.7744,-0.1102,2,Moyen
4797,Flight,10,1-10% - Remise légère,275,1141,2,5,Medium,1,Livré à temps,305.5556,30.5556,30.5556,5.705,25.6339,-31.3389,-0.1026,2,Moyen
4798,Flight,9,1-10% - Remise légère,291,1413,5,6,Low,0,Livré en retard,319.7802,28.7802,28.7802,7.065,26.8273,-33.8923,-0.106,2,Moyen
4799,Flight,7,1-10% - Remise légère,265,1644,1,6,Low,1,Livré à temps,284.9462,19.9462,19.9462,8.22,23.905,-32.125,-0.1127,2,Moyen
4800,Flight,9,1-10% - Remise légère,250,1327,2,7,Medium,0,Livré en retard,274.7253,24.7253,24.7253,6.635,23.0475,-29.6825,-0.108,3,Moyen
4801,Flight,2,1-10% - Remise légère,291,1216,1,7,Low,1,Livré à temps,296.9388,5.9388,5.9388,6.08,24.9111,-30.9911,-0.1044,2,Moyen
4802,Flight,2,1-10% - Remise légère,255,1385,1,6,Low,0,Livré en retard,260.2041,5.2041,5.2041,6.925,21.8293,-28.7543,-0.1105,3,Moyen
4803,Flight,9,1-10% - Remise légère,290,1339,2,6,Medium,0,Livré en retard,318.6813,28.6813,28.6813,6.695,26.7351,-33.4301,-0.1049,3,Moyen
4804,Flight,4,1-10% - Remise légère,247,1476,3,6,Medium,1,Livré à temps,257.2917,10.2917,10.2917,7.38,21.5849,-28.9649,-0.1126,1,Faible
4805,Flight,9,1-10% - Remise légère,152,1993,2,6,Low,0,Livré en retard,167.033,15.033,15.033,9.965,14.0129,-23.9779,-0.1436,3,Moyen
4806,Flight,5,1-10% - Remise légère,278,1572,5,7,Low,1,Livré à temps,292.6316,14.6316,14.6316,7.86,24.5497,-32.4097,-0.1108,1,Faible
4807,Flight,2,1-10% - Remise légère,260,1131,1,6,Medium,0,Livré en retard,265.3061,5.3061,5.3061,5.655,22.2573,-27.9123,-0.1052,3,Moyen
4808,Flight,6,1-10% - Remise légère,254,1335,3,6,Low,0,Livré en retard,270.2128,16.2128,16.2128,6.675,22.6689,-29.3439,-0.1086,2,Moyen
4809,Flight,6,1-10% - Remise légère,151,1803,4,2,Low,0,Livré en retard,160.6383,9.6383,9.6383,9.015,13.4764,-22.4914,-0.14,1,Faible
4810,Flight,4,1-10% - Remise légère,198,1913,5,2,Medium,1,Livré à temps,206.25,8.25,8.25,9.565,17.3029,-26.8679,-0.1303,0,Faible
4811,Flight,9,1-10% - Remise légère,243,1353,4,6,Low,1,Livré à temps,267.033,24.033,24.033,6.765,22.4022,-29.1672,-0.1092,1,Faible
4812,Flight,8,1-10% - Remise légère,245,1403,5,6,Low,0,Livré en retard,266.3043,21.3043,21.3043,7.015,22.341,-29.356,-0.1102,2,Moyen
4813,Ship,8,1-10% - Remise légère,300,1301,4,6,Low,1,Livré à temps,326.087,26.087,26.087,2.602,27.3564,-29.9584,-0.0919,1,Faible
4814,Ship,10,1-10% - Remise légère,303,1003,1,6,Medium,0,Livré en retard,336.6667,33.6667,33.6667,2.006,28.2439,-30.2499,-0.0899,3,Moyen
4815,Ship,3,1-10% - Remise légère,286,1670,3,7,Low,0,Livré en retard,294.8454,8.8454,8.8454,3.34,24.7354,-28.0754,-0.0952,2,Moyen
4816,Ship,1,1-10% - Remise légère,248,1163,2,7,Medium,1,Livré à temps,250.5051,2.5051,2.5051,2.326,21.0156,-23.3416,-0.0932,2,Moyen
4817,Ship,9,1-10% - Remise légère,244,1789,5,6,Low,1,Livré à temps,268.1319,24.1319,24.1319,3.578,22.4944,-26.0724,-0.0972,1,Faible
4818,Ship,9,1-10% - Remise légère,290,1885,1,7,Low,0,Livré en retard,318.6813,28.6813,28.6813,3.77,26.7351,-30.5051,-0.0957,3,Moyen
4819,Ship,10,1-10% - Remise légère,260,1832,3,4,Low,1,Livré à temps,288.8889,28.8889,28.8889,3.664,24.2357,-27.8997,-0.0966,0,Faible
4820,Ship,1,1-10% - Remise légère,310,1105,5,6,Medium,1,Livré à temps,313.1313,3.1313,3.1313,2.21,26.2695,-28.4795,-0.091,1,Faible
4821,Ship,3,1-10% - Remise légère,247,1616,3,6,Low,1,Livré à temps,254.6392,7.6392,7.6392,3.232,21.3624,-24.5944,-0.0966,1,Faible
4822,Ship,8,1-10% - Remise légère,281,1241,5,6,Low,1,Livré à temps,305.4348,24.4348,24.4348,2.482,25.6238,-28.1058,-0.092,1,Faible
4823,Ship,9,1-10% - Remise légère,260,1800,3,6,Medium,0,Livré en retard,285.7143,25.7143,25.7143,3.6,23.9694,-27.5694,-0.0965,2,Moyen
4824,Ship,6,1-10% - Remise légère,263,1153,1,6,Low,0,Livré en retard,279.7872,16.7872,16.7872,2.306,23.4722,-25.7782,-0.0921,3,Moyen
4825,Ship,10,1-10% - Remise légère,285,1428,1,5,Medium,0,Livré en retard,316.6667,31.6667,31.6667,2.856,26.5661,-29.4221,-0.0929,3,Moyen
4826,Ship,9,1-10% - Remise légère,269,5133,4,3,Medium,1,Livré à temps,295.6044,26.6044,26.6044,10.266,24.7991,-35.0651,-0.1186,1,Faible
4827,Ship,2,1-10% - Remise légère,205,5671,5,2,Low,0,Livré en retard,209.1837,4.1837,4.1837,11.342,17.549,-28.891,-0.1381,2,Moyen
4828,Ship,4,1-10% - Remise légère,109,5746,2,3,Low,0,Livré en retard,113.5417,4.5417,4.5417,11.492,9.5253,-21.0173,-0.1851,3,Moyen
4829,Ship,6,1-10% - Remise légère,216,4535,4,5,Low,0,Livré en retard,229.7872,13.7872,13.7872,9.07,19.2775,-28.3475,-0.1234,2,Moyen
4830,Ship,8,1-10% - Remise légère,184,4994,2,3,Medium,0,Livré en retard,200.0,16.0,16.0,9.988,16.7786,-26.7666,-0.1338,2,Moyen
4831,Ship,6,1-10% - Remise légère,106,5984,4,4,Low,0,Livré en retard,112.766,6.766,6.766,11.968,9.4603,-21.4283,-0.19,2,Moyen
4832,Ship,5,1-10% - Remise légère,228,4456,1,3,Low,1,Livré à temps,240.0,12.0,12.0,8.912,20.1343,-29.0463,-0.121,1,Faible
4833,Ship,8,1-10% - Remise légère,140,4956,5,4,Medium,0,Livré en retard,152.1739,12.1739,12.1739,9.912,12.7663,-22.6783,-0.149,1,Faible
4834,Ship,5,1-10% - Remise légère,251,4206,3,4,Medium,0,Livré en retard,264.2105,13.2105,13.2105,8.412,22.1654,-30.5774,-0.1157,1,Faible
4835,Ship,5,1-10% - Remise légère,153,4578,3,3,Medium,1,Livré à temps,161.0526,8.0526,8.0526,9.156,13.5112,-22.6672,-0.1407,0,Faible
4836,Ship,1,1-10% - Remise légère,176,5793,4,4,Medium,0,Livré en retard,177.7778,1.7778,1.7778,11.586,14.9143,-26.5003,-0.1491,2,Moyen
4837,Ship,4,1-10% - Remise légère,206,5194,3,4,Medium,1,Livré à temps,214.5833,8.5833,8.5833,10.388,18.002,-28.39,-0.1323,1,Faible
4838,Ship,9,1-10% - Remise légère,189,4690,3,3,Low,0,Livré en retard,207.6923,18.6923,18.6923,9.38,17.4239,-26.8039,-0.1291,1,Faible
4839,Ship,1,1-10% - Remise légère,251,4165,2,2,Medium,1,Livré à temps,253.5354,2.5354,2.5354,8.33,21.2698,-29.5998,-0.1167,1,Faible
4840,Ship,1,1-10% - Remise légère,155,4360,3,4,Low,1,Livré à temps,156.5657,1.5657,1.5657,8.72,13.1347,-21.8547,-0.1396,0,Faible
4841,Ship,2,1-10% - Remise légère,260,4687,4,6,Medium,1,Livré à temps,265.3061,5.3061,5.3061,9.374,22.2573,-31.6313,-0.1192,1,Faible
4842,Ship,4,1-10% - Remise légère,156,4821,1,5,Medium,0,Livré en retard,162.5,6.5,6.5,9.642,13.6326,-23.2746,-0.1432,3,Moyen
4843,Ship,7,1-10% - Remise légère,225,5241,2,4,Medium,1,Livré à temps,241.9355,16.9355,16.9355,10.482,20.2967,-30.7787,-0.1272,2,Moyen
4844,Ship,8,1-10% - Remise légère,284,5346,5,6,Medium,1,Livré à temps,308.6957,24.6957,24.6957,10.692,25.8974,-36.5894,-0.1185,2,Moyen
4845,Ship,3,1-10% - Remise légère,263,4474,3,5,Low,1,Livré à temps,271.134,8.134,8.134,8.948,22.7462,-31.6942,-0.1169,1,Faible
4846,Ship,2,1-10% - Remise légère,238,5512,3,3,Medium,0,Livré en retard,242.8571,4.8571,4.8571,11.024,20.374,-31.398,-0.1293,2,Moyen
4847,Ship,7,1-10% - Remise légère,267,5292,4,5,Low,0,Livré en retard,287.0968,20.0968,20.0968,10.584,24.0854,-34.6694,-0.1208,3,Moyen
4848,Ship,9,1-10% - Remise légère,101,4860,3,3,Medium,0,Livré en retard,110.989,9.989,9.989,9.72,9.3112,-19.0312,-0.1715,1,Faible
4849,Ship,1,1-10% - Remise légère,175,4872,1,3,Medium,0,Livré en retard,176.7677,1.7677,1.7677,9.744,14.8296,-24.5736,-0.139,2,Moyen
4850,Ship,3,1-10% - Remise légère,261,4119,5,4,Low,0,Livré en retard,269.0722,8.0722,8.0722,8.238,22.5732,-30.8112,-0.1145,1,Faible
4851,Ship,10,1-10% - Remise légère,150,4799,3,5,Low,1,Livré à temps,166.6667,16.6667,16.6667,9.598,13.9821,-23.5801,-0.1415,1,Faible
4852,Ship,2,1-10% - Remise légère,206,5829,5,3,Medium,1,Livré à temps,210.2041,4.2041,4.2041,11.658,17.6346,-29.2926,-0.1394,1,Faible
4853,Ship,10,1-10% - Remise légère,254,4827,4,4,Low,0,Livré en retard,282.2222,28.2222,28.2222,9.654,23.6764,-33.3304,-0.1181,1,Faible
4854,Ship,5,1-10% - Remise légère,159,4985,2,4,Low,1,Livré à temps,167.3684,8.3684,8.3684,9.97,14.041,-24.011,-0.1435,1,Faible
4855,Ship,6,1-10% - Remise légère,284,4575,5,2,Medium,0,Livré en retard,302.1277,18.1277,18.1277,9.15,25.3464,-34.4964,-0.1142,1,Faible
4856,Ship,9,1-10% - Remise légère,170,4112,1,3,Low,0,Livré en retard,186.8132,16.8132,16.8132,8.224,15.6723,-23.8963,-0.1279,2,Moyen
4857,Ship,7,1-10% - Remise légère,245,4297,5,4,Low,0,Livré en retard,263.4409,18.4409,18.4409,8.594,22.1008,-30.6948,-0.1165,1,Faible
4858,Ship,5,1-10% - Remise légère,152,5191,5,4,Medium,0,Livré en retard,160.0,8.0,8.0,10.382,13.4229,-23.8049,-0.1488,2,Moyen
4859,Ship,4,1-10% - Remise légère,193,5757,4,5,High,1,Livré à temps,201.0417,8.0417,8.0417,11.514,16.866,-28.38,-0.1412,2,Moyen
4860,Ship,8,1-10% - Remise légère,231,5743,3,5,Low,1,Livré à temps,251.087,20.087,20.087,11.486,21.0644,-32.5504,-0.1296,2,Moyen
4861,Ship,3,1-10% - Remise légère,212,4896,1,4,Low,0,Livré en retard,218.5567,6.5567,6.5567,9.792,18.3354,-28.1274,-0.1287,2,Moyen
4862,Ship,8,1-10% - Remise légère,185,5449,4,3,Medium,1,Livré à temps,201.087,16.087,16.087,10.898,16.8698,-27.7678,-0.1381,1,Faible
4863,Ship,10,1-10% - Remise légère,223,5560,3,4,Low,1,Livré à temps,247.7778,24.7778,24.7778,11.12,20.7868,-31.9068,-0.1288,1,Faible
4864,Ship,9,1-10% - Remise légère,241,5360,1,4,Medium,0,Livré en retard,264.8352,23.8352,23.8352,10.72,22.2178,-32.9378,-0.1244,3,Moyen
4865,Ship,5,1-10% - Remise légère,215,5552,4,5,Low,1,Livré à temps,226.3158,11.3158,11.3158,11.104,18.9863,-30.0903,-0.133,2,Moyen
4866,Ship,6,1-10% - Remise légère,261,5920,5,4,Medium,0,Livré en retard,277.6596,16.6596,16.6596,11.84,23.2937,-35.1337,-0.1265,2,Moyen
4867,Ship,7,1-10% - Remise légère,158,4344,3,4,Medium,1,Livré à temps,169.8925,11.8925,11.8925,8.688,14.2528,-22.9408,-0.135,0,Faible
4868,Ship,8,1-10% - Remise légère,166,5871,3,3,Medium,0,Livré en retard,180.4348,14.4348,14.4348,11.742,15.1372,-26.8792,-0.149,2,Moyen
4869,Ship,8,1-10% - Remise légère,280,4525,3,4,High,0,Livré en retard,304.3478,24.3478,24.3478,9.05,25.5326,-34.5826,-0.1136,1,Faible
4870,Ship,8,1-10% - Remise légère,264,5831,2,3,Low,0,Livré en retard,286.9565,22.9565,22.9565,11.662,24.0736,-35.7356,-0.1245,3,Moyen
4871,Ship,6,1-10% - Remise légère,204,5612,3,3,Medium,0,Livré en retard,217.0213,13.0213,13.0213,11.224,18.2065,-29.4305,-0.1356,2,Moyen
4872,Ship,9,1-10% - Remise légère,261,5306,4,4,Medium,1,Livré à temps,286.8132,25.8132,25.8132,10.612,24.0616,-34.6736,-0.1209,1,Faible
4873,Ship,4,1-10% - Remise légère,138,4225,4,6,Medium,0,Livré en retard,143.75,5.75,5.75,8.45,12.0596,-20.5096,-0.1427,2,Moyen
4874,Ship,10,1-10% - Remise légère,225,4829,4,4,Medium,1,Livré à temps,250.0,25.0,25.0,9.658,20.9732,-30.6312,-0.1225,0,Faible
4875,Ship,1,1-10% - Remise légère,238,4753,4,4,Low,0,Livré en retard,240.404,2.404,2.404,9.506,20.1682,-29.6742,-0.1234,1,Faible
4876,Ship,3,1-10% - Remise légère,234,5142,5,4,Medium,1,Livré à temps,241.2371,7.2371,7.2371,10.284,20.2381,-30.5221,-0.1265,1,Faible
4877,Ship,7,1-10% - Remise légère,237,4785,2,4,Low,0,Livré en retard,254.8387,17.8387,17.8387,9.57,21.3792,-30.9492,-0.1214,2,Moyen
4878,Ship,4,1-10% - Remise légère,165,5924,3,3,Medium,1,Livré à temps,171.875,6.875,6.875,11.848,14.4191,-26.2671,-0.1528,1,Faible
4879,Ship,10,1-10% - Remise légère,148,5939,1,2,Low,1,Livré à temps,164.4444,16.4444,16.4444,11.878,13.7957,-25.6737,-0.1561,2,Moyen
4880,Ship,2,1-10% - Remise légère,148,5821,1,5,High,1,Livré à temps,151.0204,3.0204,3.0204,11.642,12.6695,-24.3115,-0.161,3,Moyen
4881,Ship,4,1-10% - Remise légère,218,5086,3,3,Low,1,Livré à temps,227.0833,9.0833,9.0833,10.172,19.0507,-29.2227,-0.1287,1,Faible
4882,Ship,5,1-10% - Remise légère,218,4364,5,4,Low,1,Livré à temps,229.4737,11.4737,11.4737,8.728,19.2512,-27.9792,-0.1219,0,Faible
4883,Ship,8,1-10% - Remise légère,181,5106,3,4,Low,0,Livré en retard,196.7391,15.7391,15.7391,10.212,16.505,-26.717,-0.1358,2,Moyen
4884,Ship,8,1-10% - Remise légère,138,4932,1,2,Low,1,Livré à temps,150.0,12.0,12.0,9.864,12.5839,-22.4479,-0.1497,1,Faible
4885,Ship,5,1-10% - Remise légère,206,4022,4,3,High,0,Livré en retard,216.8421,10.8421,10.8421,8.044,18.1915,-26.2355,-0.121,1,Faible
4886,Ship,7,1-10% - Remise légère,172,5165,1,5,High,0,Livré en retard,184.9462,12.9462,12.9462,10.33,15.5157,-25.8457,-0.1397,4,Élevé
4887,Ship,5,1-10% - Remise légère,160,4343,2,4,High,0,Livré en retard,168.4211,8.4211,8.4211,8.686,14.1293,-22.8153,-0.1355,2,Moyen
4888,Ship,1,1-10% - Remise légère,225,4328,2,5,Low,1,Livré à temps,227.2727,2.2727,2.2727,8.656,19.0666,-27.7226,-0.122,2,Moyen
4889,Ship,2,1-10% - Remise légère,206,4014,5,6,Low,1,Livré à temps,210.2041,4.2041,4.2041,8.028,17.6346,-25.6626,-0.1221,1,Faible
4890,Ship,2,1-10% - Remise légère,232,4545,5,5,Low,1,Livré à temps,236.7347,4.7347,4.7347,9.09,19.8604,-28.9504,-0.1223,1,Faible
4891,Ship,6,1-10% - Remise légère,232,4050,4,3,Low,0,Livré en retard,246.8085,14.8085,14.8085,8.1,20.7055,-28.8055,-0.1167,1,Faible
4892,Ship,3,1-10% - Remise légère,197,4865,4,3,Low,0,Livré en retard,203.0928,6.0928,6.0928,9.73,17.038,-26.768,-0.1318,1,Faible
4893,Ship,3,1-10% - Remise légère,246,5013,1,5,Low,0,Livré en retard,253.6082,7.6082,7.6082,10.026,21.2759,-31.3019,-0.1234,3,Moyen
4894,Ship,3,1-10% - Remise légère,241,4047,4,3,Medium,0,Livré en retard,248.4536,7.4536,7.4536,8.094,20.8435,-28.9375,-0.1165,1,Faible
4895,Ship,4,1-10% - Remise légère,211,4032,5,6,Medium,0,Livré en retard,219.7917,8.7917,8.7917,8.064,18.439,-26.503,-0.1206,2,Moyen
4896,Ship,9,1-10% - Remise légère,162,4903,3,3,Low,0,Livré en retard,178.022,16.022,16.022,9.806,14.9348,-24.7408,-0.139,1,Faible
4897,Ship,10,1-10% - Remise légère,264,4265,1,3,Low,0,Livré en retard,293.3333,29.3333,29.3333,8.53,24.6086,-33.1386,-0.113,2,Moyen
4898,Ship,5,1-10% - Remise légère,211,5087,3,5,Low,0,Livré en retard,222.1053,11.1053,11.1053,10.174,18.6331,-28.8071,-0.1297,3,Moyen
4899,Ship,7,1-10% - Remise légère,159,4063,5,4,Low,0,Livré en retard,170.9677,11.9677,11.9677,8.126,14.343,-22.469,-0.1314,1,Faible
4900,Ship,2,1-10% - Remise légère,166,4562,5,5,High,1,Livré à temps,169.3878,3.3878,3.3878,9.124,14.2104,-23.3344,-0.1378,1,Faible
4901,Ship,1,1-10% - Remise légère,163,4584,4,4,Medium,0,Livré en retard,164.6465,1.6465,1.6465,9.168,13.8127,-22.9807,-0.1396,1,Faible
4902,Ship,3,1-10% - Remise légère,164,5735,3,4,Low,0,Livré en retard,169.0722,5.0722,5.0722,11.47,14.184,-25.654,-0.1517,2,Moyen
4903,Ship,6,1-10% - Remise légère,255,4044,1,5,High,1,Livré à temps,271.2766,16.2766,16.2766,8.088,22.7582,-30.8462,-0.1137,2,Moyen
4904,Ship,6,1-10% - Remise légère,153,5748,3,4,Medium,0,Livré en retard,162.766,9.766,9.766,11.496,13.6549,-25.1509,-0.1545,2,Moyen
4905,Ship,6,1-10% - Remise légère,165,4445,1,3,Low,0,Livré en retard,175.5319,10.5319,10.5319,8.89,14.7259,-23.6159,-0.1345,2,Moyen
4906,Road,6,1-10% - Remise légère,162,4505,2,3,Medium,1,Livré à temps,172.3404,10.3404,10.3404,4.505,14.4581,-18.9631,-0.11,1,Faible
4907,Road,8,1-10% - Remise légère,223,5318,1,3,Low,0,Livré en retard,242.3913,19.3913,19.3913,5.318,20.3349,-25.6529,-0.1058,3,Moyen
4908,Road,6,1-10% - Remise légère,200,4751,4,3,Medium,1,Livré à temps,212.766,12.766,12.766,4.751,17.8496,-22.6006,-0.1062,0,Faible
4909,Road,3,1-10% - Remise légère,194,4435,5,3,Medium,1,Livré à temps,200.0,6.0,6.0,4.435,16.7786,-21.2136,-0.1061,0,Faible
4910,Road,6,1-10% - Remise légère,257,4897,1,3,Low,1,Livré à temps,273.4043,16.4043,16.4043,4.897,22.9367,-27.8337,-0.1018,1,Faible
4911,Road,5,1-10% - Remise légère,188,5250,1,2,Low,0,Livré en retard,197.8947,9.8947,9.8947,5.25,16.602,-21.852,-0.1104,3,Moyen
4912,Road,1,1-10% - Remise légère,221,5391,4,3,Medium,0,Livré en retard,223.2323,2.2323,2.2323,5.391,18.7276,-24.1186,-0.108,2,Moyen
4913,Road,6,1-10% - Remise légère,193,4855,4,4,Low,1,Livré à temps,205.3191,12.3191,12.3191,4.855,17.2248,-22.0798,-0.1075,0,Faible
4914,Road,2,1-10% - Remise légère,166,5710,1,3,Low,1,Livré à temps,169.3878,3.3878,3.3878,5.71,14.2104,-19.9204,-0.1176,2,Moyen
4915,Road,8,1-10% - Remise légère,212,4239,4,4,Medium,0,Livré en retard,230.4348,18.4348,18.4348,4.239,19.3318,-23.5708,-0.1023,1,Faible
4916,Road,7,1-10% - Remise légère,252,4507,2,3,Medium,0,Livré en retard,270.9677,18.9677,18.9677,4.507,22.7323,-27.2393,-0.1005,2,Moyen
4917,Road,7,1-10% - Remise légère,155,4221,1,3,Low,1,Livré à temps,166.6667,11.6667,11.6667,4.221,13.9821,-18.2031,-0.1092,1,Faible
4918,Road,2,1-10% - Remise légère,244,5365,5,4,Medium,1,Livré à temps,248.9796,4.9796,4.9796,5.365,20.8876,-26.2526,-0.1054,1,Faible
4919,Road,7,1-10% - Remise légère,162,5719,3,3,Medium,1,Livré à temps,174.1935,12.1935,12.1935,5.719,14.6136,-20.3326,-0.1167,1,Faible
4920,Road,10,1-10% - Remise légère,228,4854,1,2,Medium,1,Livré à temps,253.3333,25.3333,25.3333,4.854,21.2529,-26.1069,-0.1031,1,Faible
4921,Road,3,1-10% - Remise légère,208,4837,3,4,Medium,1,Livré à temps,214.433,6.433,6.433,4.837,17.9894,-22.8264,-0.1065,0,Faible
4922,Road,7,1-10% - Remise légère,156,4293,3,5,Medium,0,Livré en retard,167.7419,11.7419,11.7419,4.293,14.0724,-18.3654,-0.1095,2,Moyen
4923,Road,1,1-10% - Remise légère,209,5779,1,3,High,1,Livré à temps,211.1111,2.1111,2.1111,5.779,17.7107,-23.4897,-0.1113,2,Moyen
4924,Road,8,1-10% - Remise légère,203,4450,5,4,Medium,1,Livré à temps,220.6522,17.6522,17.6522,4.45,18.5112,-22.9612,-0.1041,0,Faible
