StockCode,description,abc_class,bcg_quadrant,quantity_sold,total_revenue,avg_unit_price,suggested_price,elasticity,elasticity_profile,return_rate_qty,peak_month,pricing_action,estimated_gain_5pct
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,B,Poids mort,265.0,1027.94,4.115301204819277,4.115301204819277,,Non calculable,0.0,2010-12,Maintenir et suivre la saisonnalité,0.0
22163,HEART STRING MEMO HOLDER HANGING,B,Dilemme,855.5,1027.375,1.7872580645161291,1.7872580645161291,,Non calculable,0.029222676797194622,2011-11,Tester visibilité ou promotion courte,0.0
22713,CARD I LOVE LONDON ,B,Poids mort,2328.0,1027.17,0.5413761467889908,0.5413761467889908,,Non calculable,0.003436426116838488,2011-05,Maintenir et suivre la saisonnalité,0.0
22575,METAL MERRY CHRISTMAS WREATH,B,Dilemme,521.5,1026.245,2.208021978021978,2.208021978021978,,Non calculable,0.011505273250239693,2011-11,Tester visibilité ou promotion courte,0.0
22686,FRENCH BLUE METAL DOOR SIGN No,B,Dilemme,723.0,1025.555,1.8928481012658227,1.8928481012658227,,Non calculable,0.03319502074688797,2011-08,Tester visibilité ou promotion courte,0.0
21947,SET OF 6 HEART CHOPSTICKS,B,Poids mort,704.5,1023.91,1.6988535031847132,1.6988535031847132,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
23452,HEART MINI PORTRAIT FRAME,B,Poids mort,518.0,1021.76,2.07183908045977,2.07183908045977,,Non calculable,0.0019305019305019305,2011-11,Maintenir et suivre la saisonnalité,0.0
22679,FRENCH BLUE METAL DOOR SIGN 4,B,Dilemme,738.5,1021.155,1.7244736842105264,1.7244736842105264,,Non calculable,0.013540961408259987,2011-08,Tester visibilité ou promotion courte,0.0
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,B,Poids mort,1373.5,1021.145,0.9793280632411067,0.9793280632411067,,Non calculable,0.0,2011-11,Maintenir et suivre la saisonnalité,0.0
23153,ZINC SWEETHEART WIRE LETTER RACK,B,Dilemme,263.0,1020.69,4.236666666666666,4.236666666666666,,Non calculable,0.015209125475285171,2011-07,Tester visibilité ou promotion courte,0.0
22819,"BIRTHDAY CARD, RETRO SPOT",B,Dilemme,2375.5,1019.235,0.4670740740740741,0.4670740740740741,,Non calculable,0.0,2011-01,Tester visibilité ou promotion courte,0.0
22997,TRAVEL CARD WALLET UNION JACK,B,Dilemme,2360.5,1017.44,0.49327354260089684,0.49327354260089684,,Non calculable,0.033043846642660454,2011-11,Tester visibilité ou promotion courte,0.0
21896,POTTING SHED TWINE,B,Poids mort,453.5,1017.215,2.417927927927928,2.417927927927928,,Non calculable,0.011025358324145534,2011-04,Maintenir et suivre la saisonnalité,0.0
23411, TRELLIS COAT RACK,B,Poids mort,207.5,1016.625,5.474561403508772,5.474561403508772,,Non calculable,0.004819277108433735,2011-09,Maintenir et suivre la saisonnalité,0.0
22673,FRENCH GARDEN SIGN BLUE METAL,B,Poids mort,791.0,1016.08,1.490530303030303,1.490530303030303,,Non calculable,0.015170670037926675,2011-04,Maintenir et suivre la saisonnalité,0.0
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,B,Dilemme,2359.0,1015.6,0.48830845771144277,0.48830845771144277,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22757,LARGE RED BABUSHKA NOTEBOOK ,B,Dilemme,886.0,1014.26,1.5376073619631903,1.5376073619631903,,Non calculable,0.001128668171557562,2011-11,Tester visibilité ou promotion courte,0.0
23525,WALL ART BUFFALO BILL ,B,Poids mort,288.0,1012.765,4.1639622641509435,4.1639622641509435,,Non calculable,0.020833333333333332,2011-10,Maintenir et suivre la saisonnalité,0.0
21818,GLITTER HEART DECORATION,B,Dilemme,2060.5,1012.415,0.6024157303370786,0.6024157303370786,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
23107,WHITE HEARTS WIRE PLANT POT HOLDER,B,Dilemme,359.0,1009.51,3.2009589041095894,3.2009589041095894,,Non calculable,0.0,2011-05,Tester visibilité ou promotion courte,0.0
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,B,Poids mort,396.5,1008.9350000000001,3.114782608695652,3.114782608695652,,Non calculable,0.7364438839848676,2010-12,Vérifier qualité / description avant promotion,0.0
23419,HOME SWEET HOME BOTTLE ,B,Poids mort,453.5,1008.815,2.6725581395348836,2.6725581395348836,,Non calculable,0.002205071664829107,2011-09,Maintenir et suivre la saisonnalité,0.0
23269,SET OF 2 CERAMIC CHRISTMAS TREES,B,Poids mort,669.5,1007.7049999999999,1.7109473684210526,1.7109473684210526,,Non calculable,0.0,2011-10,Maintenir et suivre la saisonnalité,0.0
85127,SMALL SQUARE CUT GLASS CANDLESTICK,B,Poids mort,181.5,1007.5749999999999,6.249423076923076,6.249423076923076,,Non calculable,0.027548209366391185,2011-01,Maintenir et suivre la saisonnalité,0.0
23524,WALL ART HORSE & PONY ,B,Poids mort,278.5,1006.695,4.323968253968254,4.323968253968254,,Non calculable,0.02154398563734291,2011-10,Maintenir et suivre la saisonnalité,0.0
21467,CHERRY CROCHET FOOD COVER,B,Dilemme,264.0,1004.39,3.990096153846154,3.990096153846154,,Non calculable,0.007575757575757576,2011-08,Tester visibilité ou promotion courte,0.0
20931,BLUE POT PLANT CANDLE ,B,Dilemme,279.5,1003.3750000000001,5.06,5.06,,Non calculable,0.05008944543828265,2011-11,Tester visibilité ou promotion courte,0.0
23334,IVORY WICKER HEART SMALL,B,Poids mort,1484.0,1002.9000000000001,0.7883823529411764,0.7883823529411764,,Non calculable,0.0,2011-09,Maintenir et suivre la saisonnalité,0.0
35648,VINTAGE BEAD PINK PURSE ,B,Dilemme,901.0,1001.14,1.466946564885496,1.466946564885496,,Non calculable,0.02774694783573807,2010-12,Tester visibilité ou promotion courte,0.0
22309,TEA COSY RED  STRIPE,B,Dilemme,326.0,1000.75,3.744262295081967,3.744262295081967,,Non calculable,0.0,2011-09,Tester visibilité ou promotion courte,0.0
21617,4 LILY  BOTANICAL DINNER CANDLES,B,Dilemme,517.5,999.885,2.438653846153846,2.438653846153846,,Non calculable,0.0,2011-01,Tester visibilité ou promotion courte,0.0
79302M,"ART LIGHTS,FUNK MONKEY",B,Dilemme,355.0,999.2900000000001,3.553809523809524,3.553809523809524,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
85180A,RED HEARTS LIGHT CHAIN ,B,Poids mort,471.5,999.205,3.08046875,3.08046875,,Non calculable,0.012725344644750796,2011-01,Maintenir et suivre la saisonnalité,0.0
21872,GLAMOROUS  MUG,B,Dilemme,762.5,998.62,1.6714685314685316,1.6714685314685316,,Non calculable,0.02098360655737705,2011-10,Tester visibilité ou promotion courte,0.0
84813,SET OF 4 DIAMOND NAPKIN RINGS,B,Dilemme,160.5,997.9449999999999,6.854736842105262,6.854736842105262,,Non calculable,0.006230529595015576,2011-08,Tester visibilité ou promotion courte,0.0
21824,PAINTED METAL STAR WITH HOLLY BELLS,B,Dilemme,1717.5,997.7249999999999,0.7734166666666666,0.7734166666666666,,Non calculable,0.013973799126637555,2011-10,Tester visibilité ou promotion courte,0.0
23104,IVORY CAFE HANGING LAMP ,B,Dilemme,118.0,997.1,8.45,8.45,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22785,SQUARECUSHION COVER PINK UNION JACK,B,Poids mort,225.5,997.055,6.517297297297297,6.517297297297297,,Non calculable,0.0,2010-12,Maintenir et suivre la saisonnalité,0.0
22921,HERB MARKER CHIVES ,B,Poids mort,1414.0,993.72,0.8432380952380953,0.8432380952380953,,Non calculable,0.008486562942008486,2011-03,Maintenir et suivre la saisonnalité,0.0
22714,CARD BIRTHDAY COWBOY,B,Dilemme,2313.5,992.82,0.5433333333333333,0.5433333333333333,,Non calculable,0.005186946185433326,2011-06,Tester visibilité ou promotion courte,0.0
21355,TOAST ITS - I LOVE YOU ,B,Poids mort,789.0,992.58,1.3647967479674796,1.3647967479674796,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
22231,JIGSAW TREE WITH BIRDHOUSE,B,Poids mort,946.5,990.555,1.2261904761904763,1.2261904761904763,,Non calculable,0.07290015847860538,2011-02,Maintenir et suivre la saisonnalité,0.0
21773,DECORATIVE ROSE BATHROOM BOTTLE,B,Poids mort,880.5,989.38,1.7692073170731706,1.7692073170731706,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
22313,OFFICE MUG WARMER PINK,B,Poids mort,338.5,987.2350000000001,3.511492537313433,3.511492537313433,,Non calculable,0.7385524372230429,2011-01,Vérifier qualité / description avant promotion,0.0
82578,KITCHEN METAL SIGN,B,Dilemme,1635.5,986.6550000000001,0.7530944625407167,0.7530944625407167,,Non calculable,0.007337205747477835,2011-08,Tester visibilité ou promotion courte,0.0
22069,BROWN  PIRATE TREASURE CHEST ,B,Dilemme,394.5,985.895,3.196938775510204,3.196938775510204,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22444,GROW YOUR OWN PLANT IN A CAN ,B,Poids mort,731.5,984.81,1.7656140350877194,1.7656140350877194,,Non calculable,0.043745727956254275,2010-12,Maintenir et suivre la saisonnalité,0.0
22611,VINTAGE UNION JACK SHOPPING BAG,B,Poids mort,205.5,984.675,5.352127659574468,5.352127659574468,,Non calculable,0.0,2011-04,Maintenir et suivre la saisonnalité,0.0
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,B,Poids mort,139.5,983.095,8.032988505747127,8.032988505747127,,Non calculable,0.021505376344086023,2010-12,Maintenir et suivre la saisonnalité,0.0
21679,SKULLS  STICKERS,B,Dilemme,1084.5,982.38,1.12731884057971,1.12731884057971,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22315,200 RED + WHITE BENDY STRAWS,B,Dilemme,706.0,982.08,1.4587861271676301,1.4587861271676301,,Non calculable,0.0,2011-09,Tester visibilité ou promotion courte,0.0
21987,PACK OF 6 SKULL PAPER CUPS,B,Dilemme,1444.0,979.3000000000001,0.7704545454545454,0.7704545454545454,,Non calculable,0.009002770083102494,2011-02,Tester visibilité ou promotion courte,0.0
23102,SILVER HEARTS TABLE DECORATION,B,Dilemme,1140.0,978.1650000000001,0.970754716981132,0.970754716981132,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
84944,SET OF 6 KASHMIR FOLKART BAUBLES,B,Dilemme,614.0,976.71,2.0566666666666666,2.0566666666666666,,Non calculable,0.09446254071661238,2011-06,Tester visibilité ou promotion courte,0.0
21391,FRENCH LAVENDER SCENT HEART,B,Dilemme,963.5,976.465,1.510462962962963,1.510462962962963,,Non calculable,0.0031136481577581734,2011-06,Tester visibilité ou promotion courte,0.0
23365,SET 12 COLOUR PENCILS LOVE LONDON,B,Poids mort,1357.0,974.88,0.7943930635838151,0.7943930635838151,,Non calculable,0.0,2011-11,Maintenir et suivre la saisonnalité,0.0
22681,FRENCH BLUE METAL DOOR SIGN 6,B,Poids mort,710.0,973.15,1.680703125,1.680703125,,Non calculable,0.016901408450704224,2011-08,Maintenir et suivre la saisonnalité,0.0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,B,Poids mort,306.5,972.1750000000002,3.834705882352941,3.834705882352941,,Non calculable,0.0,2011-07,Maintenir et suivre la saisonnalité,0.0
21394,RED POLKADOT BEAKER ,B,Dilemme,2245.0,971.97,0.6057251908396946,0.6057251908396946,,Non calculable,0.009799554565701559,2011-04,Tester visibilité ou promotion courte,0.0
85232D,SET/3 DECOUPAGE STACKING TINS,B,Dilemme,193.0,970.75,5.639855072463768,5.639855072463768,,Non calculable,0.015544041450777202,2011-11,Tester visibilité ou promotion courte,0.0
35651,VINTAGE BEAD PINK SCARF ,B,Poids mort,451.0,970.48,2.6396610169491526,2.6396610169491526,,Non calculable,0.026607538802660754,2011-01,Maintenir et suivre la saisonnalité,0.0
15044C,PURPLE PAPER PARASOL,B,Dilemme,291.5,968.1650000000001,3.851818181818182,3.851818181818182,,Non calculable,0.010291595197255575,2011-03,Tester visibilité ou promotion courte,0.0
23183,MOTHER'S KITCHEN SPOON REST ,B,Dilemme,226.0,967.17,4.879411764705883,4.879411764705883,,Non calculable,0.030973451327433628,2011-03,Tester visibilité ou promotion courte,0.0
22117,METAL SIGN HER DINNER IS SERVED ,B,Dilemme,390.0,966.2750000000001,2.9212631578947374,2.9212631578947374,,Non calculable,0.0,2011-09,Tester visibilité ou promotion courte,0.0
22154,ANGEL DECORATION 3 BUTTONS ,B,Dilemme,2108.0,965.385,0.5443373493975904,0.5443373493975904,,Non calculable,0.003320683111954459,2011-11,Tester visibilité ou promotion courte,0.0
85132B,CHARLIE AND LOLA TABLE TINS,B,Poids mort,434.5,962.875,3.4068,3.4068,,Non calculable,0.0,2011-06,Maintenir et suivre la saisonnalité,0.0
22246,MAGIC GARDEN FELT GARLAND ,B,Poids mort,431.0,962.77,2.8153333333333332,2.8153333333333332,,Non calculable,0.027842227378190254,2010-12,Maintenir et suivre la saisonnalité,0.0
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,B,Poids mort,620.0,960.9549999999999,1.6247398843930634,1.6247398843930634,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
21065,BOOM BOX SPEAKER GIRLS,B,Poids mort,407.5,957.4350000000001,4.261630434782608,4.261630434782608,,Non calculable,0.0,2010-12,Maintenir et suivre la saisonnalité,0.0
23375,50'S CHRISTMAS PAPER GIFT BAG,B,Poids mort,1144.5,955.8899999999999,0.9369902912621358,0.9369902912621358,,Non calculable,0.0008737439930100481,2011-10,Maintenir et suivre la saisonnalité,0.0
40016,CHINESE DRAGON PAPER LANTERNS,B,Poids mort,1706.5,955.56,2.278865979381443,2.278865979381443,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
22614,PACK OF 12 SPACEBOY TISSUES,B,Dilemme,2814.5,954.9949999999999,0.45162162162162156,0.45162162162162156,,Non calculable,0.013146207141588205,2011-09,Tester visibilité ou promotion courte,0.0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,B,Dilemme,1782.0,953.37,0.9135497835497836,0.9135497835497836,,Non calculable,0.001122334455667789,2011-11,Tester visibilité ou promotion courte,0.0
23598,PAPER BUNTING VINTAGE PARTY,B,Poids mort,324.0,952.8800000000001,3.2351063829787234,3.2351063829787234,,Non calculable,0.0,2011-11,Maintenir et suivre la saisonnalité,0.0
84913A,SOFT PINK ROSE TOWEL ,B,Poids mort,273.0,952.83,3.4126612903225806,3.4126612903225806,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
20985,HEART CALCULATOR,B,Dilemme,679.0,951.09,1.6459558823529412,1.6459558823529412,,Non calculable,0.023564064801178203,2011-07,Tester visibilité ou promotion courte,0.0
22695,WICKER WREATH SMALL,B,Dilemme,694.5,948.3149999999999,1.74696,1.74696,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
23527,WALL ART ANIMALS AND NATURE ,B,Poids mort,265.5,947.66,3.998125,3.998125,,Non calculable,0.026365348399246705,2011-10,Maintenir et suivre la saisonnalité,0.0
21389,IVORY HANGING DECORATION  BIRD,B,Poids mort,1093.5,947.655,0.9474626865671641,0.9474626865671641,,Non calculable,0.0009144947416552355,2011-03,Maintenir et suivre la saisonnalité,0.0
21683,MEDIUM MEDINA STAMPED METAL BOWL ,B,Dilemme,308.5,944.2750000000001,3.3927586206896554,3.3927586206896554,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
21774,DECORATIVE CATS BATHROOM BOTTLE,B,Poids mort,717.0,944.215,1.9209625668449197,1.9209625668449197,,Non calculable,0.001394700139470014,2011-01,Maintenir et suivre la saisonnalité,0.0
84558A,3D DOG PICTURE PLAYING CARDS,B,Dilemme,318.0,943.1600000000001,3.1163414634146345,3.1163414634146345,,Non calculable,0.0,2010-12,Tester visibilité ou promotion courte,0.0
23087,ZINC  HEART T-LIGHT HOLDER,B,Dilemme,729.5,942.525,1.5915942028985506,1.5915942028985506,,Non calculable,0.0205620287868403,2011-09,Tester visibilité ou promotion courte,0.0
21902,"KEY FOB , FRONT  DOOR ",B,Dilemme,1363.0,941.06,0.8843661971830986,0.8843661971830986,,Non calculable,0.00586940572267058,2011-11,Tester visibilité ou promotion courte,0.0
22924,FRIDGE MAGNETS LA VIE EN ROSE,B,Dilemme,1029.5,939.865,1.2619540229885056,1.2619540229885056,,Non calculable,0.1525012141816416,2011-03,Tester visibilité ou promotion courte,0.0
62018,SOMBRERO ,B,Dilemme,603.0,939.6,1.812295081967213,1.812295081967213,,Non calculable,0.0,2011-06,Tester visibilité ou promotion courte,0.0
22209,WOOD STAMP SET HAPPY BIRTHDAY,B,Dilemme,913.5,938.075,1.2049425287356321,1.2049425287356321,,Non calculable,0.013136288998357963,2011-01,Tester visibilité ou promotion courte,0.0
35646,VINTAGE BEAD PINK EVENING BAG,B,Dilemme,619.0,937.23,2.0355208333333334,2.0355208333333334,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22286,DECORATION WOBBLY RABBIT METAL ,B,Poids mort,918.5,937.145,1.6037391304347828,1.6037391304347828,,Non calculable,0.0,2011-03,Maintenir et suivre la saisonnalité,0.0
22500,SET OF 2 TINS JARDIN DE PROVENCE,B,Poids mort,248.0,936.4,4.6187499999999995,4.6187499999999995,,Non calculable,0.0,2011-03,Maintenir et suivre la saisonnalité,0.0
22307,GOLD MUG BONE CHINA TREE OF LIFE,B,Dilemme,740.0,933.375,2.2214666666666663,2.2214666666666663,,Non calculable,0.052702702702702706,2011-11,Tester visibilité ou promotion courte,0.0
22477,WATERING CAN GARDEN MARKER,B,Poids mort,658.0,932.91,1.7803937007874016,1.7803937007874016,,Non calculable,0.001519756838905775,2011-04,Maintenir et suivre la saisonnalité,0.0
22544,MINI JIGSAW SPACEBOY,B,Dilemme,2272.5,931.35,0.5311363636363636,0.5311363636363636,,Non calculable,0.01892189218921892,2010-12,Tester visibilité ou promotion courte,0.0
23138,SINGLE WIRE HOOK IVORY HEART,B,Dilemme,638.0,930.26,1.5985714285714285,1.5985714285714285,,Non calculable,0.018808777429467086,2011-08,Tester visibilité ou promotion courte,0.0
51014L,"FEATHER PEN,LIGHT PINK",B,Dilemme,1763.5,924.915,0.6530666666666666,0.6530666666666666,,Non calculable,0.04763254890842075,2011-11,Tester visibilité ou promotion courte,0.0
21354,TOAST ITS - BEST MUM,B,Poids mort,721.0,924.3100000000001,1.5822105263157895,1.5822105263157895,,Non calculable,0.0,2011-03,Maintenir et suivre la saisonnalité,0.0
22995,TRAVEL CARD WALLET SUKI,B,Dilemme,2060.0,923.82,0.5419402985074626,0.5419402985074626,,Non calculable,0.02378640776699029,2011-03,Tester visibilité ou promotion courte,0.0
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,B,Dilemme,267.0,922.67,3.8718181818181816,3.8718181818181816,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
23040,PAPER LANTERN 9 POINT SNOW STAR ,B,Dilemme,161.5,922.025,5.982558139534884,5.982558139534884,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
21682,LARGE MEDINA STAMPED METAL BOWL ,B,Dilemme,182.0,921.9,5.331818181818182,5.331818181818182,,Non calculable,0.016483516483516484,2011-10,Tester visibilité ou promotion courte,0.0
22860,EASTER TIN CHICKS PINK DAISY,B,Poids mort,530.5,921.245,1.9718691588785044,1.9718691588785044,,Non calculable,0.02827521206409048,2011-03,Maintenir et suivre la saisonnalité,0.0
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,B,Poids mort,2146.5,920.51,0.5079245283018868,0.5079245283018868,,Non calculable,0.011180992313067784,2011-11,Maintenir et suivre la saisonnalité,0.0
20752,BLUE POLKADOT WASHING UP GLOVES,B,Poids mort,407.0,920.45,2.41722972972973,2.41722972972973,,Non calculable,0.004914004914004914,2010-12,Maintenir et suivre la saisonnalité,0.0
85116,BLACK CANDELABRA T-LIGHT HOLDER,B,Poids mort,717.5,919.635,1.4657777777777776,1.4657777777777776,,Non calculable,0.041811846689895474,2010-12,Maintenir et suivre la saisonnalité,0.0
21508,VINTAGE KID DOLLY CARD ,B,Dilemme,2130.0,916.66,0.5551643192488263,0.5551643192488263,,Non calculable,0.005633802816901409,2011-06,Tester visibilité ou promotion courte,0.0
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,B,Poids mort,747.0,916.355,1.326734693877551,1.326734693877551,,Non calculable,0.024096385542168676,2011-03,Maintenir et suivre la saisonnalité,0.0
21830,ASSORTED CREEPY CRAWLIES,B,Poids mort,2165.0,915.5500000000001,0.46950495049504953,0.46950495049504953,,Non calculable,0.022170900692840646,2010-12,Maintenir et suivre la saisonnalité,0.0
21967,PACK OF 12 SKULL TISSUES,B,Dilemme,2730.0,914.7699999999999,0.44693617021276594,0.44693617021276594,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
22363,GLASS JAR MARMALADE ,B,Poids mort,297.0,914.1500000000001,3.7919277108433738,3.7919277108433738,,Non calculable,0.4377104377104377,2011-03,Vérifier qualité / description avant promotion,0.0
23539,WALL ART LOVES' SECRET ,B,Poids mort,172.0,912.89,6.116666666666666,6.116666666666666,,Non calculable,0.0,2011-10,Maintenir et suivre la saisonnalité,0.0
84843,WHITE SOAP RACK WITH 2 BOTTLES,B,Dilemme,164.5,912.4250000000001,6.176530612244897,6.176530612244897,,Non calculable,0.0060790273556231,2011-09,Tester visibilité ou promotion courte,0.0
23122,PARTY CHARMS 50 PIECES,B,Poids mort,1082.0,911.625,1.0386029411764706,1.0386029411764706,,Non calculable,0.0027726432532347504,2011-07,Maintenir et suivre la saisonnalité,0.0
22597,MUSICAL ZINC HEART DECORATION ,B,Dilemme,1772.5,911.37,0.6871578947368421,0.6871578947368421,,Non calculable,0.01918194640338505,2011-11,Tester visibilité ou promotion courte,0.0
85034A,3 GARDENIA MORRIS BOXED CANDLES,B,Dilemme,498.0,911.34,2.77,2.77,,Non calculable,0.014056224899598393,2011-10,Tester visibilité ou promotion courte,0.0
82001s,SILVER RECORD COVER FRAME,B,Dilemme,122.0,910.12,7.46,7.46,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22438,BALLOON ART MAKE YOUR OWN FLOWERS,B,Poids mort,687.0,909.3199999999999,1.7488,1.7488,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
22221,CAKE STAND LOVEBIRD 2 TIER PINK,B,Poids mort,131.0,908.9499999999999,7.91078431372549,7.91078431372549,,Non calculable,0.015267175572519083,2011-03,Maintenir et suivre la saisonnalité,0.0
21462,"NURSERY A,B,C PAINTED LETTERS",B,Dilemme,198.0,908.2,6.0773972602739725,6.0773972602739725,,Non calculable,0.0,2011-12,Tester visibilité ou promotion courte,0.0
22129,PARTY CONES CANDY DECORATION,B,Dilemme,751.5,906.68,1.9918,1.9918,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
22279,POCKET BAG BLUE PAISLEY RED SPOT,B,Dilemme,739.5,906.41,1.4172307692307693,1.4172307692307693,,Non calculable,0.001352265043948614,2011-11,Tester visibilité ou promotion courte,0.0
21894,POTTING SHED SEED ENVELOPES,B,Poids mort,592.0,902.08,1.8283969465648853,1.8283969465648853,,Non calculable,0.0,2011-05,Maintenir et suivre la saisonnalité,0.0
23528,WALL ART SPACEBOY,B,Poids mort,252.5,902.0,4.7792,4.7792,,Non calculable,0.0,2011-10,Maintenir et suivre la saisonnalité,0.0
23099,FRENCH CARRIAGE LANTERN,B,Dilemme,137.0,901.1500000000001,6.711016949152542,6.711016949152542,,Non calculable,0.058394160583941604,2011-06,Tester visibilité ou promotion courte,0.0
85185B,PINK HORSE SOCK PUPPET KIT,B,Dilemme,297.0,900.3900000000001,3.411081081081081,3.411081081081081,,Non calculable,0.003367003367003367,2011-08,Tester visibilité ou promotion courte,0.0
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,B,Dilemme,857.5,899.005,1.4949720670391062,1.4949720670391062,,Non calculable,0.0,2011-12,Tester visibilité ou promotion courte,0.0
21465,PINK FLOWER CROCHET FOOD COVER,B,Dilemme,237.0,897.8,3.934430379746835,3.934430379746835,,Non calculable,0.0,2011-07,Tester visibilité ou promotion courte,0.0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,B,Dilemme,578.0,897.4449999999999,1.6261728395061728,1.6261728395061728,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
22682,FRENCH BLUE METAL DOOR SIGN 7,B,Dilemme,677.0,896.75,1.5951754385964911,1.5951754385964911,,Non calculable,0.01624815361890694,2011-03,Tester visibilité ou promotion courte,0.0
22190,LOCAL CAFE MUG,B,Poids mort,554.5,896.445,2.180769230769231,2.180769230769231,,Non calculable,0.0,2010-12,Maintenir et suivre la saisonnalité,0.0
21361,LOVE LARGE WOOD LETTERS ,B,Poids mort,106.0,895.6999999999999,8.45,8.45,,Non calculable,0.03773584905660377,2010-12,Maintenir et suivre la saisonnalité,0.0
37501,TEA TIME TEA SET IN GIFT BOX,B,Poids mort,133.0,894.87,6.554489795918368,6.554489795918368,,Non calculable,0.015037593984962405,2011-04,Maintenir et suivre la saisonnalité,0.0
23566,EGG CUP MILKMAID HEIDI,B,Poids mort,630.5,892.315,1.769759036144578,1.769759036144578,,Non calculable,0.006344171292624901,2011-11,Maintenir et suivre la saisonnalité,0.0
23545,WRAP RED VINTAGE DOILY,B,Poids mort,2129.5,892.11,0.41905882352941176,0.41905882352941176,,Non calculable,0.0,2011-10,Maintenir et suivre la saisonnalité,0.0
23046,PAPER LANTERN 9 POINT DELUXE STAR,B,Dilemme,137.5,890.5250000000001,6.675000000000001,6.675000000000001,,Non calculable,0.0,2011-10,Tester visibilité ou promotion courte,0.0
84823,DANISH ROSE FOLDING CHAIR,B,Poids mort,112.0,890.4000000000001,7.95,7.95,,Non calculable,0.0,2010-12,Maintenir et suivre la saisonnalité,0.0
21189,WHITE HONEYCOMB PAPER GARLAND ,B,Dilemme,355.0,888.67,2.5816438356164384,2.5816438356164384,,Non calculable,0.0,2011-11,Tester visibilité ou promotion courte,0.0
22440,BALLOON WATER BOMB PACK OF 35,B,Poids mort,2079.0,888.51,0.4556050955414013,0.4556050955414013,,Non calculable,0.00481000481000481,2011-06,Maintenir et suivre la saisonnalité,0.0
21198,WHITE HEART CONFETTI IN TUBE,B,Poids mort,794.0,888.455,1.4450704225352111,1.4450704225352111,,Non calculable,0.0906801007556675,2011-01,Maintenir et suivre la saisonnalité,0.0
22251,BIRDHOUSE DECORATION MAGIC GARDEN,B,Poids mort,710.5,888.245,1.529136690647482,1.529136690647482,,Non calculable,0.022519352568613652,2011-02,Maintenir et suivre la saisonnalité,0.0
22262,FELT EGG COSY CHICKEN,B,Poids mort,949.5,887.985,1.1047887323943661,1.1047887323943661,,Non calculable,0.0052659294365455505,2011-03,Maintenir et suivre la saisonnalité,0.0
21829,DINOSAUR KEYRINGS ASSORTED,B,Poids mort,3961.0,886.795,0.26303370786516855,0.26303370786516855,,Non calculable,0.02726584195910124,2011-06,Maintenir et suivre la saisonnalité,0.0
21948,SET OF 6 CAKE CHOPSTICKS,B,Poids mort,566.5,886.355,1.904258064516129,1.904258064516129,,Non calculable,0.0,2011-01,Maintenir et suivre la saisonnalité,0.0
22304,COFFEE MUG BLUE PAISLEY DESIGN,B,Dilemme,350.0,885.21,3.118360655737705,3.118360655737705,,Non calculable,0.0,2010-12,Tester visibilité ou promotion courte,0.0
46776F,WOVEN ROSE GARDEN CUSHION COVER ,B,Dilemme,210.0,883.12,4.2064044943820225,4.2064044943820225,,Non calculable,0.0,2011-09,Tester visibilité ou promotion courte,0.0
