StockCode,description,product_category,rank_revenue,total_revenue,cumulative_revenue_pct,abc_class,sku_count,cumulative_sku_count,cumulative_sku_pct
22702,BLACK AND WHITE CAT BOWL,Kitchen & Tableware,1978,555.625,95.49618638402117,C,1,1978,50.52362707535122
23016,GLASS TWIST BON BON JAR,Other,1979,553.23,95.50381753162725,C,1,1979,50.549169859514684
23537,WALL ART I LOVE LONDON ,Home Decor,1980,553.05,95.51144619634813,C,1,1980,50.57471264367817
21015,DARK BIRD HOUSE TREE DECORATION,Home Decor,1981,553.01,95.51907430931676,C,1,1981,50.60025542784163
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,Other,1982,553.01,95.5267024222854,C,1,1982,50.625798212005115
23499,SET 12 VINTAGE DOILY CHALK ,Stationery,1983,552.83,95.53432805236883,C,1,1983,50.65134099616858
23521,WALL ART CAT AND BIRD ,Home Decor,1984,552.755,95.54195264791679,C,1,1984,50.67688378033206
21426,WOODLAND STORAGE BOX SMALL,Bags & Packaging,1985,552.4300000000001,95.5495727604776,C,1,1985,50.702426564495525
21488,RED WHITE SCARF  HOT WATER BOTTLE,Other,1986,552.2149999999999,95.55718990737002,C,1,1986,50.72796934865901
23069,EDWARDIAN PHOTO FRAME,Other,1987,552.2,95.56480684735533,C,1,1987,50.75351213282248
22035,VINTAGE CARAVAN GREETING CARD ,Stationery,1988,551.53,95.57241454549023,C,1,1988,50.779054916985956
47563A,RETRO LONGBOARD IRONING BOARD COVER,Other,1989,551.51,95.580021967749,C,1,1989,50.804597701149426
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,Home Decor,1990,550.68,95.58761794114832,C,1,1990,50.8301404853129
47310M,SMALL POP BOX FUNKY MONKEY,Bags & Packaging,1991,549.975,95.59520418991403,C,1,1991,50.85568326947637
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Home Decor,1992,549.975,95.60279043867973,C,1,1992,50.88122605363985
21014,SWISS CHALET TREE DECORATION ,Home Decor,1993,549.425,95.61036910085181,C,1,1993,50.90676883780332
85199L,LARGE HANGING IVORY & RED WOOD BIRD,Home Decor,1994,549.355,95.61794679745745,C,1,1994,50.9323116219668
22242,5 HOOK HANGER MAGIC TOADSTOOL,Other,1995,549.1800000000001,95.62552208014694,C,1,1995,50.95785440613027
21849,SILVER DIAMANTE PEN IN GIFT BOX,Bags & Packaging,1996,548.9300000000001,95.63309391438477,C,1,1996,50.98339719029374
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,Home Decor,1997,547.35,95.64064395440822,C,1,1997,51.00893997445721
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,Home Decor,1998,547.24,95.64819247711299,C,1,1998,51.03448275862069
23124,18PC WOODEN CUTLERY SET DISPOSABLE,Other,1999,545.87,95.65572210230273,C,1,1999,51.06002554278416
85180B,PINK HEARTS LIGHT CHAIN ,Home Decor,2000,545.595,95.66324793419567,C,1,2000,51.08556832694764
23457,LARGE PARLOUR PICTURE FRAME,Other,2001,545.2,95.67076831753502,C,1,2001,51.11111111111111
23471,SIX DRAWER OFFICE TIDY,Other,2002,544.4499999999999,95.67827835551945,C,1,2002,51.136653895274584
21399,BLUE POLKADOT COFFEE MUG,Kitchen & Tableware,2003,542.595,95.68576280599271,C,1,2003,51.162196679438054
40001,WHITE BAMBOO RIBS LAMPSHADE,Other,2004,540.56,95.69321918606958,C,1,2004,51.18773946360153
35965,FOLKART HEART NAPKIN RINGS,Home Decor,2005,540.405,95.70067342810647,C,1,2005,51.213282247765
85019A,ROMANTIC IMAGES NOTEBOOK SET,Stationery,2006,539.955,95.70812146293038,C,1,2006,51.23882503192848
22513,DOORSTOP FOOTBALL DESIGN,Home Decor,2007,539.9,95.71556873909495,C,1,2007,51.26436781609195
23549,WRAP BIRD GARDEN ,Stationery,2008,539.07,95.72300456640006,C,1,2008,51.289910600255425
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,Home Decor,2009,538.475,95.73043218639026,C,1,2009,51.315453384418895
84596L,BISCUITS SMALL BOWL LIGHT BLUE,Kitchen & Tableware,2010,538.45,95.7378594615353,C,1,2010,51.34099616858238
22261,FELT EGG COSY WHITE RABBIT ,Other,2011,538.3349999999999,95.74528515039258,C,1,2011,51.36653895274584
23568,EGG CUP HENRIETTA HEN CREAM ,Kitchen & Tableware,2012,537.905,95.75270490791303,C,1,2012,51.392081736909326
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,Home Decor,2013,536.2,95.7601011469933,C,1,2013,51.4176245210728
22023,EMPIRE BIRTHDAY CARD,Stationery,2014,535.57,95.76748869597544,C,1,2014,51.44316730523627
21294,ETCHED GLASS COASTER,Other,2015,535.135,95.77487024465171,C,1,2015,51.46871008939975
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,Other,2016,535.13,95.78225172435894,C,1,2016,51.49425287356322
22496,SET OF 2 ROUND TINS DUTCH CHEESE,Other,2017,535.11,95.78963292819006,C,1,2017,51.5197956577267
23660,HENRIETTA HEN MUG ,Kitchen & Tableware,2018,534.66,95.79700792480821,C,1,2018,51.545338441890166
85114c,RED ENCHANTED FOREST PLACEMAT,Other,2019,534.66,95.80438292142638,C,1,2019,51.57088122605364
21194,PINK  HONEYCOMB PAPER FAN,Stationery,2020,533.545,95.81174253795022,C,1,2020,51.59642401021711
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,Home Decor,2021,532.7,95.81909049870751,C,1,2021,51.62196679438059
21628,TRIANGULAR POUFFE VINTAGE ,Stationery,2022,532.3499999999999,95.8264336316325,C,1,2022,51.64750957854406
21627,ELEPHANT CARNIVAL POUFFE,Other,2023,532.3499999999999,95.83377676455747,C,1,2023,51.67305236270754
23455,SMALL PARLOUR PICTURE FRAME,Other,2024,532.08,95.84111617315469,C,1,2024,51.69859514687101
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,Other,2025,530.6,95.8484351669182,C,1,2025,51.724137931034484
23544,WALL ART MID CENTURY MODERN ,Home Decor,2026,530.14,95.85574781553066,C,1,2026,51.749680715197954
82613D,METAL SIGN CUPCAKE SINGLE HOOK,Home Decor,2027,529.41,95.86305039466436,C,1,2027,51.77522349936143
21059,PARTY INVITES DINOSAURS,Other,2028,528.23,95.8703366971063,C,1,2028,51.8007662835249
23060,HEART BEADED TRELLIS DECORATION,Home Decor,2029,528.1700000000001,95.87762217191984,C,1,2029,51.82630906768838
85017B,ENVELOPE 50 BLOSSOM IMAGES,Other,2030,527.45,95.88489771519266,C,1,2030,51.85185185185185
85032D,YULETIDE IMAGES GIFT WRAP SET,Stationery,2031,526.24,95.89215656795955,C,1,2031,51.877394636015325
10002,INFLATABLE POLITICAL GLOBE ,Other,2032,526.14,95.89941404134576,C,1,2032,51.902937420178795
23224,CHERUB HEART DECORATION GOLD,Home Decor,2033,526.04,95.90667013535132,C,1,2033,51.92848020434228
22521,CHILDS GARDEN TROWEL PINK,Toys & Kids,2034,525.51,95.91391891863941,C,1,2034,51.95402298850574
85135B,BLUE DRAGONFLY HELICOPTER,Other,2035,524.25,95.92115032173122,C,1,2035,51.979565772669226
84660C,PINK STITCHED WALL CLOCK,Home Decor,2036,524.23,95.9283814489469,C,1,2036,52.00510855683269
22830,UTILTY CABINET WITH HOOKS,Other,2037,523.9,95.93560802420642,C,1,2037,52.03065134099617
22396,MAGNETS PACK OF 4 RETRO PHOTO,Bags & Packaging,2038,522.8199999999999,95.94281970215485,C,1,2038,52.056194125159635
22248,DECORATION  PINK CHICK MAGIC GARDEN,Home Decor,2039,522.5699999999999,95.95002793165163,C,1,2039,52.08173690932312
79191C,RETRO PLASTIC ELEPHANT TRAY,Other,2040,521.47,95.9572209879612,C,1,2040,52.10727969348659
84660B,BLACK STITCHED WALL CLOCK,Home Decor,2041,521.25,95.96441100963331,C,1,2041,52.132822477650066
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,Home Decor,2042,520.685,95.97159323780471,C,1,2042,52.158365261813536
22717,CARD DOG AND BALL ,Stationery,2043,520.12,95.97876767247541,C,1,2043,52.18390804597701
85130D,BEADED CRYSTAL HEART PINK LARGE,Home Decor,2044,519.52,95.98593383086215,C,1,2044,52.20945083014048
23043,PAPER LANTERN 9 POINT HOLLY STAR L,Stationery,2045,519.45,95.99309902368246,C,1,2045,52.23499361430396
23336,EGG FRYING PAN PINK ,Other,2046,519.25,96.00026145774144,C,1,2046,52.26053639846743
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,Christmas,2047,519.145,96.00742244345074,C,1,2047,52.28607918263091
84660A,WHITE STITCHED WALL CLOCK,Home Decor,2048,518.135,96.0145694974154,C,1,2048,52.311621966794384
22903,CALENDAR FAMILY FAVOURITES,Other,2049,516.6750000000001,96.02169641242247,C,1,2049,52.337164750957854
22540,MINI JIGSAW CIRCUS PARADE ,Other,2050,515.885,96.02881243032236,C,1,2050,52.36270753512133
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,Other,2051,515.405,96.0359218271951,C,1,2051,52.3882503192848
22272,FELTCRAFT DOLL MARIA,Toys & Kids,2052,515.195,96.04302832736848,C,1,2052,52.41379310344828
35241,ENAMEL BLUE RIM BISCUIT BIN,Other,2053,514.97,96.05013172393537,C,1,2053,52.43933588761175
20733,GOLD MINI TAPE MEASURE ,Other,2054,513.92,96.05722063700534,C,1,2054,52.464878671775224
23532,WALL ART WORK REST AND PLAY  ,Home Decor,2055,512.495,96.06428989390099,C,1,2055,52.490421455938694
23074,EMBOSSED HEART TRINKET BOX,Home Decor,2056,512.365,96.07135735760177,C,1,2056,52.51596424010218
23136,IVORY WIRE SWEETHEART LETTER TRAY,Home Decor,2057,511.89,96.07841826924444,C,1,2057,52.54150702426564
85144,JARDIN ETCHED GLASS CHEESE DISH,Other,2058,511.525,96.0854741461477,C,1,2058,52.567049808429125
21650,ASSORTED TUTTI FRUTTI BRACELET,Accessories,2059,511.295,96.09252685047547,C,1,2059,52.59259259259259
72819,CUPID DESIGN SCENTED CANDLES,Home Decor,2060,509.07,96.09954886358364,C,1,2060,52.61813537675607
23510,MINI PLAYING CARDS GYMKHANA,Stationery,2061,508.94,96.10656908349694,C,1,2061,52.643678160919535
85131B,BEADED CRYSTAL HEART GREEN ON STICK,Home Decor,2062,508.65999999999997,96.1135854411444,C,1,2062,52.66922094508302
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,Stationery,2063,508.435,96.12059869518536,C,1,2063,52.69476372924649
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,Other,2064,507.92999999999995,96.12760498335403,C,1,2064,52.720306513409966
22655,VINTAGE RED KITCHEN CABINET,Kitchen & Tableware,2065,506.99999999999994,96.1345984432826,C,1,2065,52.745849297573436
20681,PINK POLKADOT CHILDRENS UMBRELLA,Toys & Kids,2066,506.96,96.14159135145889,C,1,2066,52.77139208173691
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,Stationery,2067,506.81,96.1485821905642,C,1,2067,52.79693486590038
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,Textile,2068,506.68,96.15557123647466,C,1,2068,52.82247765006386
23519,EMBROIDERED RIBBON REEL CLAIRE,Other,2069,506.08,96.16255200610118,C,1,2069,52.84802043422733
20761,BLUE PAISLEY SKETCHBOOK,Other,2070,505.97,96.16953125840897,C,1,2070,52.87356321839081
20998,ROSE DU SUD OVEN GLOVE,Other,2071,505.20000000000005,96.17649988948573,C,1,2071,52.89910600255428
22535,MAGIC DRAWING SLATE BUNNIES ,Other,2072,504.555,96.18345962355723,C,1,2072,52.92464878671775
21067,VINTAGE RED TEATIME MUG,Kitchen & Tableware,2073,504.15,96.19041377113709,C,1,2073,52.95019157088122
21925,UNION STRIPE CUSHION COVER ,Textile,2074,503.75,96.19736240119431,C,1,2074,52.9757343550447
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,Other,2075,503.51,96.20430772073794,C,1,2075,53.00127713920817
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,Other,2076,502.2,96.211234970395,C,1,2076,53.02681992337165
23398,HANGING HEART BONHEUR,Home Decor,2077,502.2,96.21816222005205,C,1,2077,53.05236270753512
22216,T-LIGHT HOLDER WHITE LACE,Other,2078,502.01,96.22508684888585,C,1,2078,53.077905491698594
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Other,2079,501.44,96.23200361524992,C,1,2079,53.103448275862064
23216,LAUREL HEART ANTIQUE GOLD,Home Decor,2080,501.235,96.23891755388362,C,1,2080,53.12899106002554
22707,WRAP MONSTER FUN ,Stationery,2081,500.85,96.24582618190182,C,1,2081,53.15453384418901
23021,GLASS BONNE JAM JAR,Other,2082,500.82000000000005,96.25273439610581,C,1,2082,53.18007662835249
22280,POCKET BAG PINK PAISELY BROWN SPOT,Bags & Packaging,2083,500.045,96.2596319201097,C,1,2083,53.20561941251596
85187,S/12 MINI RABBIT EASTER,Other,2084,499.98,96.26652854751619,C,1,2084,53.231162196679435
84509C,SET OF 4 POLKADOT PLACEMATS ,Other,2085,498.94,96.27341082936384,C,1,2085,53.25670498084292
23045,PAPER LANTERN 5 POINT STAR MOON ,Stationery,2086,497.98,96.28027986915718,C,1,2086,53.28224776500639
21926,RED/CREAM STRIPE CUSHION COVER ,Textile,2087,497.71,96.28714518462276,C,1,2087,53.307790549169866
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,Other,2088,497.03000000000003,96.29400112029987,C,1,2088,53.333333333333336
84970s,HANGING HEART ZINC T-LIGHT HOLDER,Home Decor,2089,496.49,96.30084960732142,C,1,2089,53.35887611749681
21159,MOODY BOY  DOOR HANGER ,Other,2090,496.48999999999995,96.307698094343,C,1,2090,53.38441890166028
21694,SMALL REGAL  SILVER CANDLEPOT ,Home Decor,2091,496.08000000000004,96.31454092590387,C,1,2091,53.40996168582376
20766,GARDEN PATH SKETCHBOOK,Other,2092,493.57,96.32134913501027,C,1,2092,53.43550446998723
23482,PEARLISED IVORY HEART LARGE ,Home Decor,2093,493.545,96.32815699927149,C,1,2093,53.46104725415071
21358,TOAST ITS - HAPPY BIRTHDAY,Other,2094,493.29,96.33496134611204,C,1,2094,53.486590038314176
46776C,WOVEN FROST CUSHION COVER,Textile,2095,492.79,96.34175879604932,C,1,2095,53.51213282247765
22389,PAPERWEIGHT SAVE THE PLANET,Stationery,2096,491.4,96.34853707259546,C,1,2096,53.53767560664112
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",Home Decor,2097,490.58,96.35530403822023,C,1,2097,53.5632183908046
22826,LOVE SEAT ANTIQUE WHITE METAL,Other,2098,490.09999999999997,96.36206438281782,C,1,2098,53.58876117496807
23472, NINE DRAWER OFFICE TIDY,Other,2099,490.09999999999997,96.36882472741543,C,1,2099,53.61430395913155
21398,RED POLKADOT COFFEE  MUG,Kitchen & Tableware,2100,489.75,96.37558024418074,C,1,2100,53.63984674329502
23597,PAPER BUNTING PAISLEY PARK,Stationery,2101,489.095,96.38232672600276,C,1,2101,53.665389527458494
21972,SET OF 36 DINOSAUR PAPER DOILIES,Stationery,2102,488.205,96.38906093133693,C,1,2102,53.690932311621964
35809A,ENAMEL PINK TEA CONTAINER,Kitchen & Tableware,2103,488.06,96.39579313656913,C,1,2103,53.71647509578544
85088,CANDY SPOT HAND BAG,Bags & Packaging,2104,486.125,96.40249865078565,C,1,2104,53.74201787994891
22861,EASTER TIN CHICKS IN GARDEN,Other,2105,485.805,96.40919975098406,C,1,2105,53.76756066411239
23117,POPPY FIELDS CHOPPING BOARD,Other,2106,484.85,96.41588767809719,C,1,2106,53.79310344827586
84313B,BLUE TV TRAY TABLE ,Other,2107,484.49,96.42257063943997,C,1,2107,53.818646232439335
20832,RED FLOCK LOVE HEART PHOTO FRAME,Home Decor,2108,482.84999999999997,96.42923097893997,C,1,2108,53.844189016602805
20748,KENSINGTON COFFEE SET,Other,2109,481.65,96.43587476587211,C,1,2109,53.86973180076629
21784,SHOE SHINE BOX ,Bags & Packaging,2110,481.65,96.44251855280426,C,1,2110,53.89527458492975
22516,CHILDS GARDEN RAKE BLUE,Toys & Kids,2111,481.015,96.44915358066922,C,1,2111,53.920817369093236
22511,RETROSPOT BABUSHKA DOORSTOP,Other,2112,480.825,96.45578598771093,C,1,2112,53.9463601532567
21455,PAINTED YELLOW WOODEN DAISY,Other,2113,480.305,96.46241122197323,C,1,2113,53.97190293742018
21867,PINK UNION JACK  LUGGAGE TAG,Stationery,2114,480.25,96.46903569757617,C,1,2114,53.997445721583645
21741,COSY SLIPPER SHOES LARGE GREEN,Other,2115,480.1700000000001,96.47565906967459,C,1,2115,54.02298850574713
84849B,FAIRY SOAP SOAP HOLDER,Other,2116,478.83,96.48226395807221,C,1,2116,54.04853128991059
82616B,FRAPPUCINO SCARF KNITTING KIT,Other,2117,478.365,96.48886243234978,C,1,2117,54.074074074074076
23422,PANTRY HOOK BALLOON WHISK ,Other,2118,477.89,96.49545435456922,C,1,2118,54.09961685823754
85049F,BABY BOOM RIBBONS ,Toys & Kids,2119,477.34,96.50203869019506,C,1,2119,54.12515964240102
21472,LADYBIRD + BEE RAFFIA FOOD COVER,Other,2120,476.41,96.5086101975808,C,1,2120,54.1507024265645
21632,VINTAGE PINK DECORATIVE PARASOL,Stationery,2121,472.32000000000005,96.51512528829768,C,1,2121,54.17624521072797
23327,HANGING CLEAR MINI BOTTLE,Home Decor,2122,471.87,96.52163417180161,C,1,2122,54.20178799489145
23120,PACK OF 6 SMALL FRUIT STRAWS,Bags & Packaging,2123,470.98,96.52813077881768,C,1,2123,54.22733077905492
22184,CAKE STAND VICTORIAN FILIGREE LARGE,Kitchen & Tableware,2124,470.79999999999995,96.53462490294858,C,1,2124,54.252873563218394
21366,MIRRORED WALL ART PHOTO FRAMES,Home Decor,2125,470.01,96.5411081299723,C,1,2125,54.278416347381864
84687,BEACH HUT SHELF W 3 DRAWERS,Other,2126,469.45,96.54758363246434,C,1,2126,54.30395913154534
79160,HEART SHAPE WIRELESS DOORBELL,Home Decor,2127,468.815,96.5540503758892,C,1,2127,54.32950191570881
21454,PAINTED PINK RABBIT ,Other,2128,468.585,96.56051394673858,C,1,2128,54.35504469987229
20707,CRAZY DAISY HEART DECORATION,Home Decor,2129,468.39,96.56697482779565,C,1,2129,54.38058748403576
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,Other,2130,468.135,96.57343219143205,C,1,2130,54.406130268199234
21289,LARGE STRIPES CHOCOLATE GIFT BAG,Bags & Packaging,2131,468.125,96.57988941713039,C,1,2131,54.431673052362704
20615,BLUE POLKADOT PASSPORT COVER,Other,2132,466.99,96.58633098685829,C,1,2132,54.45721583652619
84674,FLYING PIG WATERING CAN,Accessories,2133,466.95000000000005,96.5927720048339,C,1,2133,54.48275862068965
35599B,BLACK CHRISTMAS TREE 120CM,Christmas,2134,466.105,96.59920136704298,C,1,2134,54.508301404853135
21801,CHRISTMAS TREE DECORATION WITH BELL,Christmas,2135,465.455,96.60562176327781,C,1,2135,54.5338441890166
23507,MINI PLAYING CARDS BUFFALO BILL ,Stationery,2136,465.34000000000003,96.61204057322486,C,1,2136,54.55938697318008
22824,3 TIER SWEETHEART GARDEN SHELF,Home Decor,2137,464.74999999999994,96.61845124482603,C,1,2137,54.584929757343545
72818,CHRISTMAS DECOUPAGE CANDLE,Christmas,2138,463.24,96.62484108777932,C,1,2138,54.61047254150703
84917,WHITE HAND TOWEL WITH BUTTERFLY,Textile,2139,463.12,96.63122927547579,C,1,2139,54.63601532567049
20838,FRENCH LATTICE CUSHION COVER ,Textile,2140,461.45,96.63759442751531,C,1,2140,54.661558109833976
17129F,BLUE GLASS GEMS IN BAG,Bags & Packaging,2141,460.71,96.64394937213797,C,1,2141,54.68710089399744
21003,ROSE DU SUD CUSHION COVER,Textile,2142,460.58,96.65030252356577,C,1,2142,54.71264367816092
21063,PARTY INVITES JAZZ HEARTS,Home Decor,2143,458.31,96.65662436305267,C,1,2143,54.73818646232439
21128,GOLD FISHING GNOME,Other,2144,457.59999999999997,96.6629364089369,C,1,2144,54.76372924648787
23520,EMBROIDERED RIBBON REEL RUBY ,Other,2145,457.435,96.66924617884305,C,1,2145,54.78927203065134
22803,IVORY EMBROIDERED QUILT ,Other,2146,456.29999999999995,96.67554029277875,C,1,2146,54.81481481481482
21850,BLUE  DIAMANTE PEN IN GIFT BOX,Bags & Packaging,2147,456.255,96.68183378599316,C,1,2147,54.84035759897829
21851,LILAC DIAMANTE PEN IN GIFT BOX,Bags & Packaging,2148,454.99,96.68810983004227,C,1,2148,54.86590038314176
20735,BLACK MINI TAPE MEASURE ,Other,2149,454.385,96.6943775288384,C,1,2149,54.89144316730523
85231G,ORANGE SCENTED SET/9 T-LIGHTS,Other,2150,451.59,96.70060667394517,C,1,2150,54.91698595146871
23548,WRAP MAGIC FOREST ,Stationery,2151,451.5,96.70683457760938,C,1,2151,54.94252873563218
21062,PARTY INVITES SPACEMAN,Other,2152,451.005,96.71305565333932,C,1,2152,54.96807151979566
22820,GIFT BAG BIRTHDAY,Bags & Packaging,2153,450.125,96.71926459051949,C,1,2153,54.99361430395913
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,Other,2154,448.95,96.72545731997694,C,1,2154,55.019157088122604
85163A,WHITE BAROQUE WALL CLOCK ,Home Decor,2155,448.09999999999997,96.73163832469879,C,1,2155,55.044699872286074
20669,RED HEART LUGGAGE TAG,Home Decor,2156,447.34,96.73780884612768,C,1,2156,55.07024265644955
85212,MINI PAINTED GARDEN DECORATION ,Home Decor,2157,446.405,96.74396647034742,C,1,2157,55.095785440613035
84920,PINK FLOWER FABRIC PONY,Textile,2158,446.23,96.75012168065102,C,1,2158,55.1213282247765
21415,CLAM SHELL SMALL ,Other,2159,446.02000000000004,96.75627399425524,C,1,2159,55.14687100893998
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,Home Decor,2160,445.97,96.76242561816912,C,1,2160,55.172413793103445
22638,SET OF 4 NAPKIN CHARMS CROWNS ,Accessories,2161,445.965,96.76857717311397,C,1,2161,55.19795657726693
21220,SET/4 BADGES DOGS,Other,2162,445.01,96.77471555497354,C,1,2162,55.22349936143039
21656,RIDGED GLASS POSY VASE ,Other,2163,444.58,96.78084800549631,C,1,2163,55.249042145593876
21171,BATHROOM METAL SIGN ,Home Decor,2164,444.39,96.78697783519581,C,1,2164,55.27458492975734
21580,RABBIT  DESIGN  COTTON TOTE BAG,Home Decor,2165,444.07,96.79310325087724,C,1,2165,55.30012771392082
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,Accessories,2166,441.09999999999997,96.79918769895315,C,1,2166,55.32567049808429
22097,SWALLOW SQUARE TISSUE BOX,Home Decor,2167,441.06,96.80527159527679,C,1,2167,55.35121328224777
85064,CREAM SWEETHEART LETTER RACK,Home Decor,2168,440.33,96.81134542212165,C,1,2168,55.37675606641124
22420,LIPSTICK PEN BABY PINK,Toys & Kids,2169,439.345,96.81740566206705,C,1,2169,55.40229885057472
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,Stationery,2170,438.395,96.8234527978962,C,1,2170,55.427841634738186
85194S,HANGING SPRING FLOWER EGG SMALL,Home Decor,2171,437.87,96.82949269197691,C,1,2171,55.45338441890166
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Other,2172,437.135,96.83552244760978,C,1,2172,55.47892720306513
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,Accessories,2173,436.09,96.8415377887148,C,1,2173,55.50446998722861
21828,EIGHT PIECE SNAKE  SET,Other,2174,435.79,96.84754899167785,C,1,2174,55.53001277139208
21061,PARTY INVITES FOOTBALL,Other,2175,435.125,96.85355102175954,C,1,2175,55.55555555555556
21587,COSY HOUR GIANT TUBE MATCHES,Other,2176,434.7,96.85954718947343,C,1,2176,55.58109833971903
23473,WOODLAND SMALL RED FELT HEART,Home Decor,2177,434.3,96.86553783966471,C,1,2177,55.606641123882504
22517,CHILDS GARDEN RAKE PINK,Toys & Kids,2178,433.755,96.8715209722314,C,1,2178,55.632183908045974
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",Home Decor,2179,433.71999999999997,96.87750362201486,C,1,2179,55.65772669220945
20831,GOLD PHOTO FRAME,Other,2180,433.575,96.88348427169637,C,1,2180,55.68326947637292
17107D,FLOWER FAIRY 5 DRAWER LINERS,Other,2181,433.5,96.88946388684239,C,1,2181,55.7088122605364
35653,VINTAGE BEAD NOTEBOOK,Stationery,2182,433.19,96.89543922590838,C,1,2182,55.73435504469987
21365,MIRRORED WALL ART STARS,Home Decor,2183,432.46500000000003,96.9014045644646,C,1,2183,55.759897828863345
22229,BUNNY WOODEN PAINTED WITH FLOWER ,Other,2184,432.46,96.90736983405179,C,1,2184,55.785440613026815
20770,ABSTRACT CIRCLE JOURNAL ,Other,2185,431.5,96.91332186158468,C,1,2185,55.81098339719029
23018,LARGE APOTHECARY MEASURING JAR ,Accessories,2186,430.95,96.91926630252397,C,1,2186,55.83652618135376
23458,DOLLY CABINET 3 DRAWERS ,Toys & Kids,2187,430.95,96.92521074346324,C,1,2187,55.86206896551724
21096,SET/6 FRUIT SALAD  PAPER PLATES,Kitchen & Tableware,2188,430.745,96.93115235667217,C,1,2188,55.88761174968071
21374,MIRRORED WALL ART SKULLS,Home Decor,2189,430.04,96.93708424524748,C,1,2189,55.91315453384419
85093,CANDY SPOT EGG WARMER HARE,Other,2190,429.55,96.94300937485755,C,1,2190,55.938697318007655
22337,ANGEL DECORATION PAINTED ZINC ,Home Decor,2191,429.54,96.94893436652958,C,1,2191,55.96424010217114
16235,RECYCLED PENCIL WITH RABBIT ERASER,Other,2192,429.51,96.9548589443874,C,1,2192,55.989782886334616
23522,WALL ART DOG AND BALL ,Home Decor,2193,429.15,96.96077855647486,C,1,2193,56.015325670498086
20705,MRS ROBOT SOFT TOY,Toys & Kids,2194,428.85,96.96669403042036,C,1,2194,56.04086845466156
21397,BLUE POLKADOT EGG CUP ,Kitchen & Tableware,2195,428.75,96.97260812498519,C,1,2195,56.06641123882503
21002,ROSE DU SUD DRAWSTRING BAG,Bags & Packaging,2196,428.65999999999997,96.97852097810743,C,1,2196,56.09195402298851
23187,FRENCH STYLE STORAGE JAR BONBONS,Other,2197,426.66499999999996,96.98440631258558,C,1,2197,56.11749680715198
22615,PACK OF 12 CIRCUS PARADE TISSUES ,Bags & Packaging,2198,426.35999999999996,96.99028743995272,C,1,2198,56.14303959131546
23381,PACK OF 12 VINTAGE LEAF TISSUES ,Stationery,2199,426.155,96.99616573958953,C,1,2199,56.16858237547893
85168B,BLACK BAROQUE CARRIAGE CLOCK,Other,2200,426.15,97.00204397025729,C,1,2200,56.194125159642404
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,Other,2201,425.53499999999997,97.00791371773401,C,1,2201,56.219667943805874
20619,TROPICAL PASSPORT COVER ,Other,2202,425.025,97.0137764303694,C,1,2202,56.24521072796935
23058,CHRISTMAS HANGING SNOWFLAKE,Christmas,2203,424.935,97.01963790156218,C,1,2203,56.27075351213282
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,Other,2204,424.425,97.02549233791362,C,1,2204,56.2962962962963
90200E,GREEN SWEETHEART BRACELET,Home Decor,2205,423.41,97.0313327735514,C,1,2205,56.32183908045977
23044,PAPER LANTERN 9 POINT HOLLY STAR S,Stationery,2206,423.29,97.03717155393238,C,1,2206,56.347381864623244
20768,GREEN FERN JOURNAL ,Other,2207,422.82,97.0430038512243,C,1,2207,56.372924648786714
22482,BLUE TEA TOWEL CLASSIC DESIGN,Home Decor,2208,422.76,97.0488353208878,C,1,2208,56.39846743295019
21287,SCENTED VELVET LOUNGE CANDLE ,Home Decor,2209,422.71000000000004,97.05466610086097,C,1,2209,56.42401021711366
